,locus_tag,protein_id,gene,start,end,strand,pseudo,product,db_xref,EC_number,old_locus_tag,inference
CDS_CP060013.1_3452116_3452243_neg,H5028_16300,,,3452116,3452243,neg,True,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997566.1
CDS_CP060013.1_3452409_3452790_neg,H5028_16305,QPO02902.1,crcB,3452409,3452790,neg,,fluoride efflux transporter CrcB,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997565.1
CDS_CP060013.1_3453025_3453436_neg,H5028_16310,QPO02903.1,,3453025,3453436,neg,,GFA family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997564.1
CDS_CP060013.1_3453513_3454719_neg,H5028_16315,QPO02904.1,,3453513,3454719,neg,,TIGR03862 family flavoprotein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997563.1
CDS_CP060013.1_3454708_3455347_neg,H5028_16320,QPO02905.1,,3454708,3455347,neg,,SAM-dependent methyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997562.1
CDS_CP060013.1_3455434_3455629_pos,H5028_16325,QPO02906.1,,3455434,3455629,pos,,DNA gyrase inhibitor YacG,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997561.1
CDS_CP060013.1_3455625_3456270_neg,H5028_16330,QPO02907.1,,3455625,3456270,neg,,MBL fold metallo-hydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997560.1
CDS_CP060013.1_3456293_3457310_neg,H5028_16335,QPO02908.1,hemH,3456293,3457310,neg,,ferrochelatase,,4.99.1.1,,COORDINATES: similar to AA sequence:RefSeq:YP_004997559.1
CDS_CP060013.1_3457383_3458388_neg,H5028_16340,QPO02909.1,,3457383,3458388,neg,,DUF4062 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997558.1
CDS_CP060013.1_3458507_3459374_neg,H5028_16345,QPO02910.1,murI,3458507,3459374,neg,,glutamate racemase,,5.1.1.3,,COORDINATES: similar to AA sequence:RefSeq:YP_004997557.1
CDS_CP060013.1_3459422_3460034_neg,H5028_16350,QPO02911.1,,3459422,3460034,neg,,DUF1285 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997556.1
CDS_CP060013.1_3460220_3461933_pos,H5028_16355,QPO02912.1,,3460220,3461933,pos,,electron transfer flavoprotein-ubiquinone oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997555.1
CDS_CP060013.1_3462019_3462400_neg,H5028_16360,QPO02913.1,,3462019,3462400,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_002067287.1
CDS_CP060013.1_3462544_3462802_neg,H5028_16365,QPO02914.1,tusA,3462544,3462802,neg,,sulfurtransferase TusA,,2.8.1.-,,COORDINATES: similar to AA sequence:RefSeq:YP_004997553.1
CDS_CP060013.1_3463016_3463826_pos,H5028_16370,QPO05041.1,,3463016,3463826,pos,,CBS domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997552.1
CDS_CP060013.1_3463822_3465382_pos,H5028_16375,QPO02915.1,lnt,3463822,3465382,pos,,apolipoprotein N-acyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997551.1
CDS_CP060013.1_3465383_3465722_neg,H5028_16380,QPO02916.1,,3465383,3465722,neg,,tRNA-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997550.1
CDS_CP060013.1_3465866_3466211_neg,H5028_16385,QPO02917.1,,3465866,3466211,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997549.1
CDS_CP060013.1_3466478_3467060_neg,H5028_16390,QPO05042.1,gspG,3466478,3467060,neg,,type II secretion system major pseudopilin GspG,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005133258.1
CDS_CP060013.1_3467083_3468289_neg,H5028_16395,QPO02918.1,gspF,3467083,3468289,neg,,type II secretion system inner membrane protein GspF,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997547.1
CDS_CP060013.1_3468437_3470666_pos,H5028_16400,QPO02919.1,,3468437,3470666,pos,,primosomal protein N',,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997546.1
CDS_CP060013.1_3470742_3472584_pos,H5028_16405,QPO02920.1,,3470742,3472584,pos,,cation:proton antiporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997545.1
CDS_CP060013.1_3472749_3473625_pos,H5028_16410,QPO02921.1,,3472749,3473625,pos,,Hsp33 family molecular chaperone HslO,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997544.1
CDS_CP060013.1_3473762_3474374_pos,H5028_16415,QPO02922.1,,3473762,3474374,pos,,LysE family translocator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997543.1
CDS_CP060013.1_3474524_3475481_pos,H5028_16420,QPO02923.1,,3474524,3475481,pos,,DnaJ domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997542.1
CDS_CP060013.1_3475492_3475822_pos,H5028_16425,QPO02924.1,,3475492,3475822,pos,,MerR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997541.1
CDS_CP060013.1_3476068_3477280_neg,H5028_16430,QPO02925.1,,3476068,3477280,neg,,magnesium transporter CorA family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997540.1
CDS_CP060013.1_3477364_3479452_neg,H5028_16435,QPO05043.1,pnp,3477364,3479452,neg,,polyribonucleotide nucleotidyltransferase,,2.7.7.8,,COORDINATES: similar to AA sequence:RefSeq:YP_004997539.1
CDS_CP060013.1_3479709_3479979_neg,H5028_16440,QPO02926.1,rpsO,3479709,3479979,neg,,30S ribosomal protein S15,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997538.1
CDS_CP060013.1_3480191_3481490_pos,H5028_16445,QPO02927.1,,3480191,3481490,pos,,EstA family serine hydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997537.1
CDS_CP060013.1_3482206_3483958_neg,H5028_16450,QPO02928.1,recD,3482206,3483958,neg,,exodeoxyribonuclease V subunit alpha,,3.1.11.5,,COORDINATES: similar to AA sequence:RefSeq:YP_004997536.1
CDS_CP060013.1_3484066_3487765_neg,H5028_16455,QPO02929.1,,3484066,3487765,neg,,UvrD-helicase domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001088713.1
CDS_CP060013.1_3487768_3491404_neg,H5028_16460,QPO02930.1,,3487768,3491404,neg,,exodeoxyribonuclease V subunit gamma,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005112362.1
CDS_CP060013.1_3491575_3492082_pos,H5028_16465,QPO02931.1,,3491575,3492082,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997532.1
CDS_CP060013.1_3492104_3493523_neg,H5028_16470,QPO02932.1,,3492104,3493523,neg,,polyphosphate--AMP phosphotransferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997531.1
CDS_CP060013.1_3493730_3494438_pos,H5028_16475,QPO02933.1,,3493730,3494438,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997530.1
CDS_CP060013.1_3494586_3495534_pos,H5028_16480,QPO02934.1,ubiE,3494586,3495534,pos,,"bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE",,2.1.1.163,,COORDINATES: similar to AA sequence:RefSeq:YP_004997529.1
CDS_CP060013.1_3495545_3496214_pos,H5028_16485,QPO02935.1,,3495545,3496214,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017816104.1
CDS_CP060013.1_3496226_3497846_pos,H5028_16490,QPO02936.1,,3496226,3497846,pos,,2-octaprenylphenol hydroxylase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997527.1
CDS_CP060013.1_3497969_3499283_pos,H5028_16495,QPO02937.1,,3497969,3499283,pos,,FAD-dependent monooxygenase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997526.1
CDS_CP060013.1_3499309_3499696_pos,H5028_16500,QPO02938.1,,3499309,3499696,pos,,VOC family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997525.1
CDS_CP060013.1_3499870_3500644_pos,H5028_16505,QPO02939.1,,3499870,3500644,pos,,bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE,,3.5.4.19,,COORDINATES: similar to AA sequence:RefSeq:YP_004997524.1
CDS_CP060013.1_3500653_3502156_pos,H5028_16510,QPO02940.1,,3500653,3502156,pos,,AAA family ATPase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997523.1
CDS_CP060013.1_3502179_3503562_pos,H5028_16515,QPO02941.1,,3502179,3503562,pos,,AAA family ATPase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000764513.1
CDS_CP060013.1_3503876_3506726_pos,H5028_16520,QPO02942.1,,3503876,3506726,pos,,monovalent cation/H+ antiporter subunit A,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997520.1
CDS_CP060013.1_3506722_3507091_pos,H5028_16525,QPO02943.1,,3506722,3507091,pos,,Na+/H+ antiporter subunit C,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997519.1
CDS_CP060013.1_3507090_3508902_pos,H5028_16530,QPO02944.1,,3507090,3508902,pos,,monovalent cation/H+ antiporter subunit D,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997518.1
CDS_CP060013.1_3508904_3509432_pos,H5028_16535,QPO02945.1,,3508904,3509432,pos,,Na+/H+ antiporter subunit E,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997517.1
CDS_CP060013.1_3509428_3509704_pos,H5028_16540,QPO02946.1,,3509428,3509704,pos,,monovalent cation/H+ antiporter subunit F,,,,COORDINATES: similar to AA sequence:RefSeq:WP_019456876.1
CDS_CP060013.1_3509716_3510121_pos,H5028_16545,QPO02947.1,,3509716,3510121,pos,,Na+/H+ antiporter subunit G,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997515.1
CDS_CP060013.1_3510177_3510579_neg,H5028_16550,QPO02948.1,,3510177,3510579,neg,,ribosome-binding factor A,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997514.1
CDS_CP060013.1_3510578_3513278_neg,H5028_16555,QPO02949.1,infB,3510578,3513278,neg,,translation initiation factor IF-2,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997513.1
CDS_CP060013.1_3513288_3514773_neg,H5028_16560,QPO02950.1,nusA,3513288,3514773,neg,,transcription termination/antitermination protein NusA,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997512.1
CDS_CP060013.1_3514810_3515335_neg,H5028_16565,QPO02951.1,rimP,3514810,3515335,neg,,ribosome maturation factor RimP,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997511.1
CDS_CP060013.1_3515976_3516306_neg,H5028_16585,QPO02952.1,secG,3515976,3516306,neg,,preprotein translocase subunit SecG,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997510.1
CDS_CP060013.1_3516318_3517113_neg,H5028_16590,QPO02953.1,,3516318,3517113,neg,,triose-phosphate isomerase,,5.3.1.1,,COORDINATES: similar to AA sequence:RefSeq:WP_005065878.1
CDS_CP060013.1_3517403_3519116_pos,H5028_16595,QPO02954.1,pilB,3517403,3519116,pos,,type IV-A pilus assembly ATPase PilB,,,,COORDINATES: similar to AA sequence:RefSeq:WP_002156910.1
CDS_CP060013.1_3519145_3520372_pos,H5028_16600,QPO02955.1,,3519145,3520372,pos,,type II secretion system F family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997507.1
CDS_CP060013.1_3520371_3521232_pos,H5028_16605,QPO02956.1,,3520371,3521232,pos,,prepilin peptidase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004795021.1
CDS_CP060013.1_3521233_3521830_pos,H5028_16610,QPO02957.1,,3521233,3521830,pos,,dephospho-CoA kinase,,2.7.1.24,,COORDINATES: similar to AA sequence:RefSeq:YP_004997504.1
CDS_CP060013.1_3521826_3522741_neg,H5028_16615,QPO02958.1,,3521826,3522741,neg,,DMT family transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997503.1
CDS_CP060013.1_3522776_3523526_neg,H5028_16620,QPO02959.1,rlmB,3522776,3523526,neg,,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997502.1
CDS_CP060013.1_3523627_3523954_neg,H5028_16625,QPO02960.1,,3523627,3523954,neg,,pyrimidine/purine nucleoside phosphorylase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997501.1
CDS_CP060013.1_3524030_3525341_neg,H5028_16630,QPO02961.1,,3524030,3525341,neg,,tetratricopeptide repeat protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997500.1
CDS_CP060013.1_3525455_3527123_pos,H5028_16635,QPO02962.1,recN,3525455,3527123,pos,,DNA repair protein RecN,,,,COORDINATES: similar to AA sequence:RefSeq:WP_002132792.1
CDS_CP060013.1_3527249_3527804_pos,H5028_16640,QPO02963.1,,3527249,3527804,pos,,YqgE/AlgH family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997498.1
CDS_CP060013.1_3527803_3528244_pos,H5028_16645,QPO02964.1,ruvX,3527803,3528244,pos,,Holliday junction resolvase RuvX,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997497.1
CDS_CP060013.1_3528300_3529302_neg,H5028_16650,QPO02965.1,,3528300,3529302,neg,,HlyD family secretion protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997496.1
CDS_CP060013.1_3529341_3529548_neg,H5028_16655,QPO02966.1,,3529341,3529548,neg,,DUF1656 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997495.1
CDS_CP060013.1_3529540_3531640_neg,H5028_16660,QPO02967.1,,3529540,3531640,neg,,FUSC family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997494.1
CDS_CP060013.1_3532135_3532909_pos,H5028_16665,QPO02968.1,,3532135,3532909,pos,,transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997492.1
CDS_CP060013.1_3533103_3533715_neg,H5028_16670,QPO02969.1,,3533103,3533715,neg,,alpha-ketoglutarate-dependent dioxygenase AlkB,,,,COORDINATES: similar to AA sequence:RefSeq:WP_006580945.1
CDS_CP060013.1_3533711_3534566_neg,H5028_16675,QPO02970.1,,3533711,3534566,neg,,methylated-DNA--[protein]-cysteine S-methyltransferase,,2.1.1.63,,COORDINATES: similar to AA sequence:RefSeq:WP_002132891.1
CDS_CP060013.1_3534689_3535277_neg,H5028_16680,QPO02971.1,pgsA,3534689,3535277,neg,,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,,2.7.8.5,,COORDINATES: similar to AA sequence:RefSeq:YP_004997488.1
CDS_CP060013.1_3535395_3536190_neg,H5028_16685,QPO02972.1,,3535395,3536190,neg,,thioesterase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997487.1
CDS_CP060013.1_3536310_3538110_neg,H5028_16690,QPO05044.1,uvrC,3536310,3538110,neg,,excinuclease ABC subunit UvrC,,3.1.25.-,,COORDINATES: similar to AA sequence:RefSeq:YP_004997486.1
CDS_CP060013.1_3538243_3538774_neg,H5028_16695,QPO02973.1,,3538243,3538774,neg,,CHAP domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997485.1
CDS_CP060013.1_3538946_3539861_neg,H5028_16700,QPO02974.1,lpxO,3538946,3539861,neg,,lipid A hydroxylase LpxO,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000598894.1
CDS_CP060013.1_3540432_3542586_pos,H5028_16705,QPO02975.1,fadB,3540432,3542586,pos,,fatty acid oxidation complex subunit alpha FadB,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997480.1
CDS_CP060013.1_3542598_3543771_pos,H5028_16710,QPO02976.1,fadA,3542598,3543771,pos,,acetyl-CoA C-acyltransferase FadA,,2.3.1.16,,COORDINATES: similar to AA sequence:RefSeq:WP_000212712.1
CDS_CP060013.1_3543815_3544307_neg,H5028_16715,QPO02977.1,,3543815,3544307,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001010064.1
CDS_CP060013.1_3544544_3545192_neg,H5028_16720,QPO02978.1,,3544544,3545192,neg,,serine hydrolase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997476.1
CDS_CP060013.1_3545263_3545629_pos,H5028_16725,QPO02979.1,,3545263,3545629,pos,,MerR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001046655.1
CDS_CP060013.1_3545650_3546409_neg,H5028_16730,QPO02980.1,,3545650,3546409,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997474.1
CDS_CP060013.1_3546586_3547291_pos,H5028_16735,QPO02981.1,,3546586,3547291,pos,,DsbA family oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001261848.1
CDS_CP060013.1_3547649_3548789_pos,H5028_16740,QPO02982.1,,3547649,3548789,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997472.1
CDS_CP060013.1_3548910_3549813_pos,H5028_16745,QPO02983.1,,3548910,3549813,pos,,selenocysteine synthase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997471.1
CDS_CP060013.1_3549896_3551816_neg,H5028_16750,QPO02984.1,htpG,3549896,3551816,neg,,molecular chaperone HtpG,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997470.1
CDS_CP060013.1_3551918_3552273_neg,H5028_16755,,,3551918,3552273,neg,True,DUF1311 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997469.1
CDS_CP060013.1_3552457_3553039_neg,H5028_16760,QPO02985.1,,3552457,3553039,neg,,outer membrane beta-barrel protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997468.1
CDS_CP060013.1_3553365_3554790_neg,H5028_16765,QPO02986.1,,3553365,3554790,neg,,TRAP transporter large permease subunit,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997467.1
CDS_CP060013.1_3554894_3555773_neg,H5028_16770,QPO02987.1,,3554894,3555773,neg,,alpha/beta fold hydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997466.1
CDS_CP060013.1_3555890_3556388_pos,H5028_16775,QPO02988.1,,3555890,3556388,pos,,DUF4442 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005133322.1
CDS_CP060013.1_3556416_3556773_neg,H5028_16780,QPO02989.1,,3556416,3556773,neg,,DNA transfer protein p32,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997464.1
CDS_CP060013.1_3556986_3557352_neg,H5028_16785,QPO02990.1,,3556986,3557352,neg,,DNA transfer protein p32,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997463.1
CDS_CP060013.1_3557519_3561713_neg,H5028_16790,QPO02991.1,rpoC,3557519,3561713,neg,,DNA-directed RNA polymerase subunit beta',,2.7.7.6,,COORDINATES: similar to AA sequence:RefSeq:YP_004997462.1
CDS_CP060013.1_3561799_3565888_neg,H5028_16795,QPO02992.1,rpoB,3561799,3565888,neg,,DNA-directed RNA polymerase subunit beta,,2.7.7.6,,COORDINATES: similar to AA sequence:RefSeq:WP_004729307.1
CDS_CP060013.1_3566193_3566565_neg,H5028_16800,QPO02993.1,rplL,3566193,3566565,neg,,50S ribosomal protein L7/L12,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997459.1
CDS_CP060013.1_3566607_3567114_neg,H5028_16805,QPO02994.1,rplJ,3566607,3567114,neg,,50S ribosomal protein L10,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997458.1
CDS_CP060013.1_3567433_3568129_neg,H5028_16810,QPO02995.1,rplA,3567433,3568129,neg,,50S ribosomal protein L1,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001096693.1
CDS_CP060013.1_3568132_3568561_neg,H5028_16815,QPO02996.1,rplK,3568132,3568561,neg,,50S ribosomal protein L11,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997456.1
CDS_CP060013.1_3568669_3569203_neg,H5028_16820,QPO02997.1,nusG,3568669,3569203,neg,,transcription termination/antitermination protein NusG,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997455.1
CDS_CP060013.1_3569210_3569651_neg,H5028_16825,QPO02998.1,secE,3569210,3569651,neg,,preprotein translocase subunit SecE,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997454.1
CDS_CP060013.1_3569862_3571053_neg,H5028_16835,QPO02999.1,tuf,3569862,3571053,neg,,elongation factor Tu,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004994400.1
CDS_CP060013.1_3571730_3573224_neg,H5028_16860,QPO03000.1,trpE,3571730,3573224,neg,,anthranilate synthase component I,,4.1.3.27,,COORDINATES: similar to AA sequence:RefSeq:YP_004997452.1
CDS_CP060013.1_3573332_3574001_neg,H5028_16865,QPO03001.1,,3573332,3574001,neg,,phosphoglycolate phosphatase,,3.1.3.18,,COORDINATES: similar to AA sequence:RefSeq:YP_004997451.1
CDS_CP060013.1_3574066_3574696_neg,H5028_16870,QPO03002.1,,3574066,3574696,neg,,FHA domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997450.1
CDS_CP060013.1_3574736_3577007_neg,H5028_16875,QPO03003.1,gspD,3574736,3577007,neg,,type II secretion system secretin GspD,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001196427.1
CDS_CP060013.1_3577048_3577885_neg,H5028_16880,QPO03004.1,,3577048,3577885,neg,,general secretion pathway protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997448.1
CDS_CP060013.1_3577884_3578628_neg,H5028_16885,QPO03005.1,gspN,3577884,3578628,neg,,type II secretion system protein N,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997447.1
CDS_CP060013.1_3578958_3579285_neg,H5028_16890,QPO03006.1,,3578958,3579285,neg,,H-NS histone family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997446.1
CDS_CP060013.1_3579479_3579920_neg,H5028_16895,QPO03007.1,,3579479,3579920,neg,,acyl-CoA thioesterase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000661569.1
CDS_CP060013.1_3579927_3581121_neg,H5028_16900,QPO03008.1,,3579927,3581121,neg,,heme biosynthesis protein HemY,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000681770.1
CDS_CP060013.1_3581130_3581970_neg,H5028_16905,QPO03009.1,,3581130,3581970,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997443.1
CDS_CP060013.1_3581978_3582746_neg,H5028_16910,QPO03010.1,,3581978,3582746,neg,,uroporphyrinogen-III synthase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997442.1
CDS_CP060013.1_3582750_3583680_neg,H5028_16915,QPO03011.1,hemC,3582750,3583680,neg,,hydroxymethylbilane synthase,,2.5.1.61,,COORDINATES: similar to AA sequence:RefSeq:YP_004997441.1
CDS_CP060013.1_3583768_3584509_neg,H5028_16920,QPO03012.1,,3583768,3584509,neg,,response regulator transcription factor,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016144122.1
CDS_CP060013.1_3584569_3585709_neg,H5028_16925,QPO03013.1,,3584569,3585709,neg,,histidine kinase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017400177.1
CDS_CP060013.1_3585699_3587133_pos,H5028_16930,QPO03014.1,argH,3585699,3587133,pos,,argininosuccinate lyase,,4.3.2.1,,COORDINATES: similar to AA sequence:RefSeq:YP_004997438.1
CDS_CP060013.1_3587142_3587412_pos,H5028_16935,QPO03015.1,,3587142,3587412,pos,,oxidative damage protection protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997437.1
CDS_CP060013.1_3587727_3588450_neg,H5028_16940,QPO03016.1,phoU,3587727,3588450,neg,,phosphate signaling complex protein PhoU,,,,COORDINATES: similar to AA sequence:RefSeq:WP_013199117.1
CDS_CP060013.1_3588557_3589889_neg,H5028_16945,QPO05045.1,,3588557,3589889,neg,,TolC family outer membrane protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997435.1
CDS_CP060013.1_3589984_3590890_neg,H5028_16950,QPO03017.1,,3589984,3590890,neg,,EamA family transporter,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000624464.1
CDS_CP060013.1_3590882_3591464_neg,H5028_16955,QPO03018.1,,3590882,3591464,neg,,TetR/AcrR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997432.1
CDS_CP060013.1_3591592_3592654_pos,H5028_16960,QPO05046.1,,3591592,3592654,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997431.1
CDS_CP060013.1_3592912_3594790_pos,H5028_16965,QPO03019.1,thiC,3592912,3594790,pos,,phosphomethylpyrimidine synthase ThiC,,4.1.99.17,,COORDINATES: similar to AA sequence:RefSeq:YP_004997430.1
CDS_CP060013.1_3594865_3595492_pos,H5028_16970,QPO03020.1,,3594865,3595492,pos,,NUDIX domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997429.1
CDS_CP060013.1_3595496_3596309_pos,H5028_16975,QPO03021.1,cpdA,3595496,3596309,pos,,"3',5'-cyclic-AMP phosphodiesterase",,3.1.4.53,,COORDINATES: similar to AA sequence:RefSeq:WP_005079443.1
CDS_CP060013.1_3596519_3597056_pos,H5028_16980,QPO03022.1,dksA,3596519,3597056,pos,,RNA polymerase-binding protein DksA,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997427.1
CDS_CP060013.1_3597058_3597991_pos,H5028_16985,QPO03023.1,gluQRS,3597058,3597991,pos,,tRNA glutamyl-Q(34) synthetase GluQRS,,6.1.1.-,,COORDINATES: similar to AA sequence:RefSeq:YP_004997426.1
CDS_CP060013.1_3598040_3599237_neg,H5028_16990,QPO03024.1,ftsW,3598040,3599237,neg,,putative lipid II flippase FtsW,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997425.1
CDS_CP060013.1_3599261_3600608_neg,H5028_16995,QPO03025.1,,3599261,3600608,neg,,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,,6.3.2.9,,COORDINATES: similar to AA sequence:RefSeq:YP_004997424.1
CDS_CP060013.1_3600768_3601020_neg,H5028_17000,QPO03026.1,,3600768,3601020,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997423.1
CDS_CP060013.1_3601040_3602894_neg,H5028_17005,QPO03027.1,,3601040,3602894,neg,,ferrous iron transporter B,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997422.1
CDS_CP060013.1_3602890_3603154_neg,H5028_17010,QPO03028.1,,3602890,3603154,neg,,ferrous iron transport protein A,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997421.1
CDS_CP060013.1_3603297_3604218_pos,H5028_17015,QPO03029.1,xerD,3603297,3604218,pos,,site-specific tyrosine recombinase XerD,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997420.1
CDS_CP060013.1_3604364_3605180_pos,H5028_17020,QPO03030.1,,3604364,3605180,pos,,DsbC family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997419.1
CDS_CP060013.1_3605424_3606726_pos,H5028_17025,QPO03031.1,,3605424,3606726,pos,,homoserine dehydrogenase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997418.1
