,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,type,ID,Parent,Name,gbkey,transl_table,source,phase,end_range,partial,start_range
CDS_NC_009641.1_2380573_2381461_pos,NWMN_RS12455,WP_000029536.1,,2380573,2381461,pos,,GNAT family N-acetyltransferase,Genbank:WP_000029536.1,COORDINATES: similar to AA sequence:RefSeq:YP_500984.1,CDS,cds-WP_000029536.1,gene-NWMN_RS12455,WP_000029536.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2381641_2382505_pos,NWMN_RS12460,WP_001159898.1,,2381641,2382505,pos,,glucose uptake protein GlcU,Genbank:WP_001159898.1,COORDINATES: similar to AA sequence:RefSeq:YP_500985.1,CDS,cds-WP_001159898.1,gene-NWMN_RS12460,WP_001159898.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2382621_2382753_neg,NWMN_RS12465,WP_001789121.1,,2382621,2382753,neg,,hypothetical protein,Genbank:WP_001789121.1,COORDINATES: similar to AA sequence:RefSeq:YP_500986.1,CDS,cds-WP_001789121.1,gene-NWMN_RS12465,WP_001789121.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2382923_2383832_neg,NWMN_RS12470,WP_000139188.1,,2382923,2383832,neg,,AEC family transporter,Genbank:WP_000139188.1,COORDINATES: similar to AA sequence:RefSeq:NP_765386.1,CDS,cds-WP_000139188.1,gene-NWMN_RS12470,WP_000139188.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2383964_2384129_pos,NWMN_RS12475,WP_000051206.1,,2383964,2384129,pos,,hypothetical protein,Genbank:WP_000051206.1,COORDINATES: similar to AA sequence:RefSeq:YP_500988.1,CDS,cds-WP_000051206.1,gene-NWMN_RS12475,WP_000051206.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2384373_2384691_pos,NWMN_RS12480,WP_001161085.1,,2384373,2384691,pos,,hypothetical protein,Genbank:WP_001161085.1,COORDINATES: similar to AA sequence:RefSeq:YP_500989.1,CDS,cds-WP_001161085.1,gene-NWMN_RS12480,WP_001161085.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2384877_2388045_neg,NWMN_RS12485,WP_000592295.1,,2384877,2388045,neg,,efflux RND transporter permease subunit,Genbank:WP_000592295.1,COORDINATES: similar to AA sequence:RefSeq:YP_500990.1,CDS,cds-WP_000592295.1,gene-NWMN_RS12485,WP_000592295.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2388161_2389427_neg,NWMN_RS12490,WP_000413865.1,fmhB,2388161,2389427,neg,,lipid II:glycine glycyltransferase FemX,Genbank:WP_000413865.1,COORDINATES: similar to AA sequence:RefSeq:YP_500991.1,CDS,cds-WP_000413865.1,gene-NWMN_RS12490,WP_000413865.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2389815_2390067_pos,NWMN_RS12495,WP_001549681.1,,2389815,2390067,pos,,hypothetical protein,Genbank:WP_001549681.1,COORDINATES: similar to AA sequence:RefSeq:YP_500992.1,CDS,cds-WP_001549681.1,gene-NWMN_RS12495,WP_001549681.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2390058_2390823_neg,NWMN_RS12500,WP_000600959.1,,2390058,2390823,neg,,VOC family protein,Genbank:WP_000600959.1,COORDINATES: similar to AA sequence:RefSeq:YP_500993.1,CDS,cds-WP_000600959.1,gene-NWMN_RS12500,WP_000600959.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2390984_2391425_pos,NWMN_RS12505,WP_000951058.1,,2390984,2391425,pos,,winged helix DNA-binding protein,Genbank:WP_000951058.1,COORDINATES: similar to AA sequence:RefSeq:YP_500994.1,CDS,cds-WP_000951058.1,gene-NWMN_RS12505,WP_000951058.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2391417_2392629_pos,NWMN_RS12510,WP_000184419.1,,2391417,2392629,pos,,MFS transporter,Genbank:WP_000184419.1,COORDINATES: similar to AA sequence:RefSeq:YP_500995.1,CDS,cds-WP_000184419.1,gene-NWMN_RS12510,WP_000184419.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2392730_2393081_neg,NWMN_RS12515,WP_000066900.1,sarV,2392730,2393081,neg,,HTH-type transcriptional regulator SarV,Genbank:WP_000066900.1,COORDINATES: similar to AA sequence:RefSeq:YP_500996.1,CDS,cds-WP_000066900.1,gene-NWMN_RS12515,WP_000066900.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2393206_2393377_pos,NWMN_RS12520,WP_001790034.1,,2393206,2393377,pos,,hypothetical protein,Genbank:WP_001790034.1,COORDINATES: similar to AA sequence:RefSeq:YP_500997.1,CDS,cds-WP_001790034.1,gene-NWMN_RS12520,WP_001790034.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2393771_2394794_neg,NWMN_RS12535,WP_000230173.1,moaA,2393771,2394794,neg,,"GTP 3',8-cyclase MoaA",Genbank:WP_000230173.1,COORDINATES: similar to AA sequence:RefSeq:YP_501000.1,CDS,cds-WP_000230173.1,gene-NWMN_RS12535,WP_000230173.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2394813_2395413_neg,NWMN_RS12540,WP_000643988.1,mobA,2394813,2395413,neg,,molybdenum cofactor guanylyltransferase MobA,Genbank:WP_000643988.1,COORDINATES: similar to AA sequence:RefSeq:YP_501001.1,CDS,cds-WP_000643988.1,gene-NWMN_RS12540,WP_000643988.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2395419_2395653_neg,NWMN_RS12545,WP_000866971.1,moaD,2395419,2395653,neg,,molybdopterin converting factor subunit 1,Genbank:WP_000866971.1,COORDINATES: similar to AA sequence:RefSeq:YP_501002.1,CDS,cds-WP_000866971.1,gene-NWMN_RS12545,WP_000866971.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2395658_2396105_neg,NWMN_RS12550,WP_000808500.1,,2395658,2396105,neg,,molybdenum cofactor biosynthesis protein MoaE,Genbank:WP_000808500.1,COORDINATES: similar to AA sequence:RefSeq:YP_501003.1,CDS,cds-WP_000808500.1,gene-NWMN_RS12550,WP_000808500.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2396118_2396604_neg,NWMN_RS12555,WP_000602937.1,mobB,2396118,2396604,neg,,molybdopterin-guanine dinucleotide biosynthesis protein B,Genbank:WP_000602937.1,COORDINATES: similar to AA sequence:RefSeq:YP_501004.1,CDS,cds-WP_000602937.1,gene-NWMN_RS12555,WP_000602937.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2396600_2397860_neg,NWMN_RS12560,WP_000259718.1,,2396600,2397860,neg,,molybdopterin molybdotransferase MoeA,Genbank:WP_000259718.1,COORDINATES: similar to AA sequence:RefSeq:YP_501005.1,CDS,cds-WP_000259718.1,gene-NWMN_RS12560,WP_000259718.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2397922_2398417_pos,NWMN_RS12565,WP_000134528.1,moaC,2397922,2398417,pos,,cyclic pyranopterin monophosphate synthase MoaC,Genbank:WP_000134528.1,COORDINATES: similar to AA sequence:RefSeq:YP_501006.1,CDS,cds-WP_000134528.1,gene-NWMN_RS12565,WP_000134528.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2398418_2398925_neg,NWMN_RS12570,WP_000503820.1,,2398418,2398925,neg,,molybdenum cofactor biosynthesis protein MoaB,Genbank:WP_000503820.1,COORDINATES: similar to AA sequence:RefSeq:YP_501007.1,CDS,cds-WP_000503820.1,gene-NWMN_RS12570,WP_000503820.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2398955_2399960_neg,NWMN_RS12575,WP_000076929.1,,2398955,2399960,neg,,molybdopterin biosynthesis protein MoeB,Genbank:WP_000076929.1,COORDINATES: similar to AA sequence:RefSeq:YP_501008.1,CDS,cds-WP_000076929.1,gene-NWMN_RS12575,WP_000076929.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2400129_2400735_neg,NWMN_RS12580,WP_000913019.1,,2400129,2400735,neg,,ATP-binding cassette domain-containing protein,Genbank:WP_000913019.1,COORDINATES: similar to AA sequence:RefSeq:YP_501009.1,CDS,cds-WP_000913019.1,gene-NWMN_RS12580,WP_000913019.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2400735_2401407_neg,NWMN_RS12585,WP_001113093.1,modB,2400735,2401407,neg,,molybdate ABC transporter permease subunit,Genbank:WP_001113093.1,COORDINATES: similar to AA sequence:RefSeq:YP_501010.1,CDS,cds-WP_001113093.1,gene-NWMN_RS12585,WP_001113093.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2401420_2402203_neg,NWMN_RS12590,WP_000769517.1,modA,2401420,2402203,neg,,molybdate ABC transporter substrate-binding protein,Genbank:WP_000769517.1,COORDINATES: similar to AA sequence:RefSeq:YP_501011.1,CDS,cds-WP_000769517.1,gene-NWMN_RS12590,WP_000769517.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2402492_2403290_pos,NWMN_RS12595,WP_001030825.1,,2402492,2403290,pos,,formate dehydrogenase accessory sulfurtransferase FdhD,Genbank:WP_001030825.1,COORDINATES: similar to AA sequence:RefSeq:YP_501012.1,CDS,cds-WP_001030825.1,gene-NWMN_RS12595,WP_001030825.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2403461_2404232_neg,NWMN_RS12600,WP_000146745.1,,2403461,2404232,neg,,GNAT family N-acetyltransferase,Genbank:WP_000146745.1,COORDINATES: similar to AA sequence:RefSeq:YP_501013.1,CDS,cds-WP_000146745.1,gene-NWMN_RS12600,WP_000146745.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2404303_2404858_neg,NWMN_RS12605,WP_000208736.1,,2404303,2404858,neg,,biotin transporter BioY,Genbank:WP_000208736.1,COORDINATES: similar to AA sequence:RefSeq:YP_501014.1,CDS,cds-WP_000208736.1,gene-NWMN_RS12605,WP_000208736.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2404978_2405920_neg,NWMN_RS12610,WP_000163416.1,,2404978,2405920,neg,,nucleoside hydrolase,Genbank:WP_000163416.1,COORDINATES: similar to AA sequence:RefSeq:YP_501015.1,CDS,cds-WP_000163416.1,gene-NWMN_RS12610,WP_000163416.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2406318_2407227_neg,NWMN_RS12615,WP_000735038.1,,2406318,2407227,neg,,ABC transporter substrate-binding protein,Genbank:WP_000735038.1,COORDINATES: similar to AA sequence:RefSeq:YP_501016.1,CDS,cds-WP_000735038.1,gene-NWMN_RS12615,WP_000735038.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2407440_2408595_neg,NWMN_RS12620,WP_000999205.1,,2407440,2408595,neg,,acyl-CoA/acyl-ACP dehydrogenase,Genbank:WP_000999205.1,COORDINATES: similar to AA sequence:RefSeq:WP_000999191.1,CDS,cds-WP_000999205.1,gene-NWMN_RS12620,WP_000999205.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2408811_2409702_neg,NWMN_RS12625,WP_011443655.1,yut,2408811,2409702,neg,,urea transporter,Genbank:WP_011443655.1,COORDINATES: similar to AA sequence:RefSeq:YP_501019.1,CDS,cds-WP_011443655.1,gene-NWMN_RS12625,WP_011443655.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2409976_2410279_pos,NWMN_RS12630,WP_000545928.1,,2409976,2410279,pos,,urease subunit gamma,Genbank:WP_000545928.1,COORDINATES: similar to AA sequence:RefSeq:WP_001832402.1,CDS,cds-WP_000545928.1,gene-NWMN_RS12630,WP_000545928.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2410292_2410703_pos,NWMN_RS12635,WP_000612129.1,,2410292,2410703,pos,,urease subunit beta,Genbank:WP_000612129.1,COORDINATES: similar to AA sequence:RefSeq:YP_501021.1,CDS,cds-WP_000612129.1,gene-NWMN_RS12635,WP_000612129.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2410699_2412415_pos,NWMN_RS12640,WP_000008673.1,ureC,2410699,2412415,pos,,urease subunit alpha,Genbank:WP_000008673.1,COORDINATES: similar to AA sequence:RefSeq:WP_002447295.1,CDS,cds-WP_000008673.1,gene-NWMN_RS12640,WP_000008673.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2412427_2412880_pos,NWMN_RS12645,WP_000634589.1,ureE,2412427,2412880,pos,,urease accessory protein UreE,Genbank:WP_000634589.1,COORDINATES: similar to AA sequence:RefSeq:WP_015364779.1,CDS,cds-WP_000634589.1,gene-NWMN_RS12645,WP_000634589.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2412872_2413562_pos,NWMN_RS12650,WP_000565255.1,,2412872,2413562,pos,,urease accessory protein UreF,Genbank:WP_000565255.1,COORDINATES: similar to AA sequence:RefSeq:YP_501024.1,CDS,cds-WP_000565255.1,gene-NWMN_RS12650,WP_000565255.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2413574_2414189_pos,NWMN_RS12655,WP_000002973.1,ureG,2413574,2414189,pos,,urease accessory protein UreG,Genbank:WP_000002973.1,COORDINATES: similar to AA sequence:RefSeq:YP_501025.1,CDS,cds-WP_000002973.1,gene-NWMN_RS12655,WP_000002973.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2414188_2415025_pos,NWMN_RS12660,WP_000344352.1,,2414188,2415025,pos,,urease accessory protein UreD,Genbank:WP_000344352.1,COORDINATES: similar to AA sequence:RefSeq:YP_501026.1,CDS,cds-WP_000344352.1,gene-NWMN_RS12660,WP_000344352.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2415213_2415561_neg,NWMN_RS12665,WP_000036076.1,sarR,2415213,2415561,neg,,HTH-type transcriptional regulator SarR,Genbank:WP_000036076.1,COORDINATES: similar to AA sequence:RefSeq:YP_501027.1,CDS,cds-WP_000036076.1,gene-NWMN_RS12665,WP_000036076.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2415988_2416315_neg,NWMN_RS12675,WP_000599587.1,,2415988,2416315,neg,,hypothetical protein,Genbank:WP_000599587.1,COORDINATES: similar to AA sequence:RefSeq:YP_501029.1,CDS,cds-WP_000599587.1,gene-NWMN_RS12675,WP_000599587.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2416378_2417122_neg,NWMN_RS12680,WP_000032855.1,,2416378,2417122,neg,,transcriptional regulator,Genbank:WP_000032855.1,COORDINATES: similar to AA sequence:RefSeq:YP_501030.1,CDS,cds-WP_000032855.1,gene-NWMN_RS12680,WP_000032855.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2417147_2419103_neg,NWMN_RS12685,WP_000131832.1,,2417147,2419103,neg,,helix-turn-helix transcriptional regulator,Genbank:WP_000131832.1,COORDINATES: similar to AA sequence:RefSeq:YP_501031.1,CDS,cds-WP_000131832.1,gene-NWMN_RS12685,WP_000131832.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2419712_2420516_pos,NWMN_RS12690,WP_000717381.1,,2419712,2420516,pos,,CHAP domain-containing protein,Genbank:WP_000717381.1,COORDINATES: similar to AA sequence:RefSeq:YP_501032.1,CDS,cds-WP_000717381.1,gene-NWMN_RS12690,WP_000717381.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2420532_2420775_neg,NWMN_RS12695,WP_001789136.1,,2420532,2420775,neg,,hypothetical protein,Genbank:WP_001789136.1,COORDINATES: similar to AA sequence:RefSeq:YP_501033.1,CDS,cds-WP_001789136.1,gene-NWMN_RS12695,WP_001789136.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2420948_2422349_neg,NWMN_RS12700,WP_000977737.1,nhaC,2420948,2422349,neg,,Na+/H+ antiporter NhaC,Genbank:WP_000977737.1,COORDINATES: similar to AA sequence:RefSeq:YP_501034.1,CDS,cds-WP_000977737.1,gene-NWMN_RS12700,WP_000977737.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2422443_2423526_neg,NWMN_RS12705,WP_000684567.1,,2422443,2423526,neg,,octopine dehydrogenase,Genbank:WP_000684567.1,COORDINATES: similar to AA sequence:RefSeq:YP_501035.1,CDS,cds-WP_000684567.1,gene-NWMN_RS12705,WP_000684567.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2423773_2424196_pos,NWMN_RS12710,WP_000206108.1,,2423773,2424196,pos,,DUF4870 domain-containing protein,Genbank:WP_000206108.1,COORDINATES: similar to AA sequence:RefSeq:YP_501036.1,CDS,cds-WP_000206108.1,gene-NWMN_RS12710,WP_000206108.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2424432_2424933_pos,NWMN_RS12715,WP_000737705.1,,2424432,2424933,pos,,CHAP domain-containing protein,Genbank:WP_000737705.1,COORDINATES: similar to AA sequence:RefSeq:YP_501037.1,CDS,cds-WP_000737705.1,gene-NWMN_RS12715,WP_000737705.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2424980_2425238_pos,NWMN_RS12720,WP_001791671.1,,2424980,2425238,pos,,hypothetical protein,Genbank:WP_001791671.1,COORDINATES: similar to AA sequence:RefSeq:WP_001792531.1,CDS,cds-WP_001791671.1,gene-NWMN_RS12720,WP_001791671.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2425294_2426248_pos,NWMN_RS12725,WP_000417016.1,,2425294,2426248,pos,,2-hydroxyacid dehydrogenase,Genbank:WP_000417016.1,COORDINATES: similar to AA sequence:RefSeq:YP_501039.1,CDS,cds-WP_000417016.1,gene-NWMN_RS12725,WP_000417016.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2426339_2427464_neg,NWMN_RS12730,WP_000684141.1,,2426339,2427464,neg,,NAD(P)-binding protein,Genbank:WP_000684141.1,COORDINATES: similar to AA sequence:RefSeq:YP_501040.1,CDS,cds-WP_000684141.1,gene-NWMN_RS12730,WP_000684141.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2427774_2428413_neg,NWMN_RS12735,WP_011447058.1,,2427774,2428413,neg,,N-acetylmuramoyl-L-alanine amidase,Genbank:WP_011447058.1,COORDINATES: similar to AA sequence:RefSeq:YP_501041.1,CDS,cds-WP_011447058.1,gene-NWMN_RS12735,WP_011447058.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2428572_2428806_neg,NWMN_RS12740,WP_000921246.1,,2428572,2428806,neg,,hypothetical protein,Genbank:WP_000921246.1,COORDINATES: similar to AA sequence:RefSeq:YP_501042.1,CDS,cds-WP_000921246.1,gene-NWMN_RS12740,WP_000921246.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2429033_2429507_neg,NWMN_RS12745,WP_000840811.1,,2429033,2429507,neg,,DUF1641 domain-containing protein,Genbank:WP_000840811.1,COORDINATES: similar to AA sequence:RefSeq:YP_501043.1,CDS,cds-WP_000840811.1,gene-NWMN_RS12745,WP_000840811.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2429506_2432461_neg,NWMN_RS12750,WP_001155264.1,,2429506,2432461,neg,,formate dehydrogenase subunit alpha,Genbank:WP_001155264.1,COORDINATES: similar to AA sequence:RefSeq:YP_501044.1,CDS,cds-WP_001155264.1,gene-NWMN_RS12750,WP_001155264.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2433062_2433986_neg,NWMN_RS12755,WP_001792529.1,,2433062,2433986,neg,,transcriptional regulator,Genbank:WP_001792529.1,COORDINATES: similar to AA sequence:RefSeq:YP_501045.1,CDS,cds-WP_001792529.1,gene-NWMN_RS12755,WP_001792529.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2434142_2434940_neg,NWMN_RS12760,WP_000130454.1,,2434142,2434940,neg,,inositol monophosphatase,Genbank:WP_000130454.1,COORDINATES: similar to AA sequence:RefSeq:YP_501046.1,CDS,cds-WP_000130454.1,gene-NWMN_RS12760,WP_000130454.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2435324_2436017_pos,NWMN_RS12765,WP_001030125.1,,2435324,2436017,pos,,YafY family transcriptional regulator,Genbank:WP_001030125.1,COORDINATES: similar to AA sequence:RefSeq:YP_501047.1,CDS,cds-WP_001030125.1,gene-NWMN_RS12765,WP_001030125.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2436213_2436573_pos,NWMN_RS15785,,,2436213,2436573,pos,true,transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000277741.1,CDS,cds-NWMN_RS15785,gene-NWMN_RS15785,,CDS,11,Protein Homology,0,2436573,true,
CDS_NC_009641.1_2436663_2437401_neg,NWMN_RS12775,WP_000426696.1,sdpB,2436663,2437401,neg,,CPBP family intramembrane metalloprotease SdpB,Genbank:WP_000426696.1,COORDINATES: similar to AA sequence:RefSeq:YP_501049.1,CDS,cds-WP_000426696.1,gene-NWMN_RS12775,WP_000426696.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2437449_2437779_pos,NWMN_RS12780,WP_000606726.1,,2437449,2437779,pos,,hypothetical protein,Genbank:WP_000606726.1,COORDINATES: similar to AA sequence:RefSeq:YP_501050.2,CDS,cds-WP_000606726.1,gene-NWMN_RS12780,WP_000606726.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2438223_2439096_pos,NWMN_RS12785,WP_000073195.1,,2438223,2439096,pos,,MurR/RpiR family transcriptional regulator,Genbank:WP_000073195.1,COORDINATES: similar to AA sequence:RefSeq:YP_501051.1,CDS,cds-WP_000073195.1,gene-NWMN_RS12785,WP_000073195.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2439482_2440862_neg,NWMN_RS12790,WP_000429674.1,,2439482,2440862,neg,,amino acid permease,Genbank:WP_000429674.1,COORDINATES: similar to AA sequence:RefSeq:YP_501052.1,CDS,cds-WP_000429674.1,gene-NWMN_RS12790,WP_000429674.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2441141_2441498_pos,NWMN_RS12795,WP_000917664.1,,2441141,2441498,pos,,hypothetical protein,Genbank:WP_000917664.1,COORDINATES: similar to AA sequence:RefSeq:YP_501053.1,CDS,cds-WP_000917664.1,gene-NWMN_RS12795,WP_000917664.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2441494_2441680_pos,NWMN_RS12800,WP_000205307.1,,2441494,2441680,pos,,hypothetical protein,Genbank:WP_000205307.1,COORDINATES: similar to AA sequence:RefSeq:YP_501054.1,CDS,cds-WP_000205307.1,gene-NWMN_RS12800,WP_000205307.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2441775_2441967_neg,NWMN_RS12805,WP_000971980.1,,2441775,2441967,neg,,hypothetical protein,Genbank:WP_000971980.1,COORDINATES: similar to AA sequence:RefSeq:YP_501055.1,CDS,cds-WP_000971980.1,gene-NWMN_RS12805,WP_000971980.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2441977_2442613_neg,NWMN_RS12810,WP_000285450.1,,2441977,2442613,neg,,HAD family hydrolase,Genbank:WP_000285450.1,COORDINATES: similar to AA sequence:RefSeq:YP_501056.1,CDS,cds-WP_000285450.1,gene-NWMN_RS12810,WP_000285450.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2442687_2443605_neg,NWMN_RS12815,WP_000486816.1,,2442687,2443605,neg,,bile acid:sodium symporter family protein,Genbank:WP_000486816.1,COORDINATES: similar to AA sequence:RefSeq:YP_501057.1,CDS,cds-WP_000486816.1,gene-NWMN_RS12815,WP_000486816.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2443872_2444403_pos,NWMN_RS12820,WP_000904065.1,,2443872,2444403,pos,,hypothetical protein,Genbank:WP_000904065.1,COORDINATES: similar to AA sequence:RefSeq:YP_501058.1,CDS,cds-WP_000904065.1,gene-NWMN_RS12820,WP_000904065.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2444468_2446073_neg,NWMN_RS12825,WP_000991501.1,,2444468,2446073,neg,,PTS transporter subunit EIIC,Genbank:WP_000991501.1,COORDINATES: similar to AA sequence:RefSeq:YP_501059.1,CDS,cds-WP_000991501.1,gene-NWMN_RS12825,WP_000991501.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2446402_2447167_pos,NWMN_RS12830,WP_000477992.1,,2446402,2447167,pos,,MurR/RpiR family transcriptional regulator,Genbank:WP_000477992.1,COORDINATES: similar to AA sequence:RefSeq:YP_501060.1,CDS,cds-WP_000477992.1,gene-NWMN_RS12830,WP_000477992.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2447224_2447731_neg,NWMN_RS12835,WP_001051556.1,,2447224,2447731,neg,,hypothetical protein,Genbank:WP_001051556.1,COORDINATES: similar to AA sequence:RefSeq:YP_501061.1,CDS,cds-WP_001051556.1,gene-NWMN_RS12835,WP_001051556.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2447897_2449211_neg,NWMN_RS12840,WP_000451837.1,,2447897,2449211,neg,,Na+/H+ antiporter NhaC family protein,Genbank:WP_000451837.1,COORDINATES: similar to AA sequence:RefSeq:WP_020444780.1,CDS,cds-WP_000451837.1,gene-NWMN_RS12840,WP_000451837.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2449435_2450005_neg,NWMN_RS12845,WP_001185193.1,,2449435,2450005,neg,,hypothetical protein,Genbank:WP_001185193.1,COORDINATES: similar to AA sequence:RefSeq:YP_501064.1,CDS,cds-WP_001185193.1,gene-NWMN_RS12845,WP_001185193.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2450491_2451373_neg,NWMN_RS12850,WP_000730043.1,,2450491,2451373,neg,,SDR family oxidoreductase,Genbank:WP_000730043.1,COORDINATES: similar to AA sequence:RefSeq:YP_501065.1,CDS,cds-WP_000730043.1,gene-NWMN_RS12850,WP_000730043.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2451483_2452605_neg,NWMN_RS12855,WP_000523151.1,,2451483,2452605,neg,,amidohydrolase,Genbank:WP_000523151.1,COORDINATES: similar to AA sequence:RefSeq:YP_501066.1,CDS,cds-WP_000523151.1,gene-NWMN_RS12855,WP_000523151.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2452881_2454120_neg,NWMN_RS12860,WP_000998767.1,,2452881,2454120,neg,,imidazolonepropionase,Genbank:WP_000998767.1,COORDINATES: similar to AA sequence:RefSeq:YP_501067.1,CDS,cds-WP_000998767.1,gene-NWMN_RS12860,WP_000998767.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2454119_2455781_neg,NWMN_RS12865,WP_001226823.1,hutU,2454119,2455781,neg,,urocanate hydratase,Genbank:WP_001226823.1,COORDINATES: similar to AA sequence:RefSeq:YP_501068.1,CDS,cds-WP_001226823.1,gene-NWMN_RS12865,WP_001226823.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2455940_2456825_pos,NWMN_RS12870,WP_000691843.1,,2455940,2456825,pos,,LysR family transcriptional regulator,Genbank:WP_000691843.1,COORDINATES: similar to AA sequence:RefSeq:YP_501069.1,CDS,cds-WP_000691843.1,gene-NWMN_RS12870,WP_000691843.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2457366_2457786_pos,NWMN_RS12875,WP_000920239.1,,2457366,2457786,pos,,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,Genbank:WP_000920239.1,COORDINATES: similar to AA sequence:RefSeq:YP_501070.1,CDS,cds-WP_000920239.1,gene-NWMN_RS12875,WP_000920239.1,CDS,11,Protein Homology,0,,,
