,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,db_xref,EC_number,old_locus_tag,inference
CDS_CP065825.1_4910582_4911344_neg,CP065825.1,I8N74_23925,QPV91958.1,udp,4910582,4911344,neg,,uridine phosphorylase,,2.4.2.3,,COORDINATES: similar to AA sequence:RefSeq:YP_005224472.1
CDS_CP065825.1_4911616_4912429_pos,CP065825.1,I8N74_23930,QPV91959.1,,4911616,4912429,pos,,dienelactone hydrolase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224471.1
CDS_CP065825.1_4912487_4914752_neg,CP065825.1,I8N74_23935,QPV91960.1,metE,4912487,4914752,neg,,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,,2.1.1.14,,COORDINATES: similar to AA sequence:RefSeq:YP_005224470.1
CDS_CP065825.1_4914999_4915953_pos,CP065825.1,I8N74_23940,QPV91961.1,metR,4914999,4915953,pos,,HTH-type transcriptional regulator MetR,,,,COORDINATES: similar to AA sequence:RefSeq:WP_012969186.1
CDS_CP065825.1_4915840_4916740_neg,CP065825.1,I8N74_23945,QPV91962.1,,4915840,4916740,neg,,DMT family transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224469.1
CDS_CP065825.1_4916828_4917629_neg,CP065825.1,I8N74_23950,QPV91963.1,yigL,4916828,4917629,neg,,sugar/pyridoxal phosphate phosphatase YigL,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224468.1
CDS_CP065825.1_4917673_4918666_neg,CP065825.1,I8N74_23955,QPV91964.1,pldB,4917673,4918666,neg,,lysophospholipase L2,,3.1.1.5,,COORDINATES: similar to AA sequence:RefSeq:YP_005224467.1
CDS_CP065825.1_4918775_4919396_pos,CP065825.1,I8N74_23960,QPV91965.1,rhtB,4918775,4919396,pos,,homoserine/homoserine lactone efflux protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224466.1
CDS_CP065825.1_4919558_4920479_pos,CP065825.1,I8N74_23965,QPV91966.1,,4919558,4920479,pos,,Rpn family recombination-promoting nuclease/putative transposase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224465.1
CDS_CP065825.1_4920523_4921144_neg,CP065825.1,I8N74_23970,QPV91967.1,rhtC,4920523,4921144,neg,,threonine export protein RhtC,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224464.1
CDS_CP065825.1_4921205_4923032_neg,CP065825.1,I8N74_23975,QPV91968.1,recQ,4921205,4923032,neg,,ATP-dependent DNA helicase RecQ,,3.6.4.12,,COORDINATES: similar to AA sequence:RefSeq:YP_005224463.1
CDS_CP065825.1_4923099_4923960_neg,CP065825.1,I8N74_23980,QPV91969.1,pldA,4923099,4923960,neg,,phospholipase A,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224462.1
CDS_CP065825.1_4924111_4924576_pos,CP065825.1,I8N74_23985,QPV91970.1,,4924111,4924576,pos,,thioesterase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224461.1
CDS_CP065825.1_4924624_4925518_pos,CP065825.1,I8N74_23990,QPV91971.1,rarD,4924624,4925518,pos,,EamA family transporter RarD,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224460.1
CDS_CP065825.1_4925561_4926512_neg,CP065825.1,I8N74_23995,QPV91972.1,corA,4925561,4926512,neg,,magnesium/cobalt transporter CorA,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000947142.1
CDS_CP065825.1_4926867_4929030_neg,CP065825.1,I8N74_24000,QPV91973.1,uvrD,4926867,4929030,neg,,DNA helicase II,,3.6.4.12,,COORDINATES: similar to AA sequence:RefSeq:YP_005224457.1
CDS_CP065825.1_4929093_4929810_neg,CP065825.1,I8N74_24005,QPV91974.1,yigB,4929093,4929810,neg,,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB,,3.1.3.104,,COORDINATES: similar to AA sequence:RefSeq:YP_005224456.1
CDS_CP065825.1_4929809_4930712_neg,CP065825.1,I8N74_24010,QPV91975.1,xerC,4929809,4930712,neg,,tyrosine recombinase XerC,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224455.1
CDS_CP065825.1_4930708_4931416_neg,CP065825.1,I8N74_24015,QPV91976.1,,4930708,4931416,neg,,DUF484 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224454.1
CDS_CP065825.1_4931412_4932237_neg,CP065825.1,I8N74_24020,QPV94683.1,dapF,4931412,4932237,neg,,diaminopimelate epimerase,,5.1.1.7,,COORDINATES: similar to AA sequence:RefSeq:WP_005133314.1
CDS_CP065825.1_4932272_4932476_neg,CP065825.1,I8N74_24025,QPV91977.1,,4932272,4932476,neg,,lipoprotein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224452.1
CDS_CP065825.1_4932622_4932943_pos,CP065825.1,I8N74_24030,QPV91978.1,cyaY,4932622,4932943,pos,,iron donor protein CyaY,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000999950.1
CDS_CP065825.1_4933076_4935629_neg,CP065825.1,I8N74_24035,QPV91979.1,cyaA,4933076,4935629,neg,,class I adenylate cyclase,,4.6.1.1,,COORDINATES: similar to AA sequence:RefSeq:YP_005224450.1
CDS_CP065825.1_4935986_4936928_pos,CP065825.1,I8N74_24040,QPV91980.1,hemC,4935986,4936928,pos,,hydroxymethylbilane synthase,,2.5.1.61,,COORDINATES: similar to AA sequence:RefSeq:YP_005224448.1
CDS_CP065825.1_4936924_4937665_pos,CP065825.1,I8N74_24045,QPV91981.1,hemD,4936924,4937665,pos,,uroporphyrinogen-III synthase,,4.2.1.75,,COORDINATES: similar to AA sequence:RefSeq:YP_005224447.1
CDS_CP065825.1_4937686_4938868_pos,CP065825.1,I8N74_24050,QPV91982.1,hemX,4937686,4938868,pos,,uroporphyrinogen-III C-methyltransferase,,2.1.1.107,,COORDINATES: similar to AA sequence:RefSeq:YP_005224446.1
CDS_CP065825.1_4938871_4940068_pos,CP065825.1,I8N74_24055,QPV91983.1,hemY,4938871,4940068,pos,,protoheme IX biogenesis protein HemY,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224445.1
CDS_CP065825.1_4941068_4942454_neg,CP065825.1,I8N74_24080,QPV91984.1,,4941068,4942454,neg,,amino acid permease,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224443.1
CDS_CP065825.1_4942659_4943400_neg,CP065825.1,I8N74_24085,QPV91985.1,rffM,4942659,4943400,neg,,lipopolysaccharide N-acetylmannosaminouronosyltransferase,,2.4.1.180,,COORDINATES: similar to AA sequence:RefSeq:YP_005224442.1
CDS_CP065825.1_4943411_4944758_neg,CP065825.1,I8N74_24090,QPV91986.1,wzyE,4943411,4944758,neg,,ECA oligosaccharide polymerase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224441.1
CDS_CP065825.1_4944754_4945831_neg,CP065825.1,I8N74_24095,QPV91987.1,,4944754,4945831,neg,,TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase,,2.4.1.325,,COORDINATES: similar to AA sequence:RefSeq:YP_005224440.1
CDS_CP065825.1_4945827_4947078_neg,CP065825.1,I8N74_24100,QPV91988.1,wzxE,4945827,4947078,neg,,lipid III flippase WzxE,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224439.1
CDS_CP065825.1_4947079_4948210_neg,CP065825.1,I8N74_24105,QPV91989.1,rffA,4947079,4948210,neg,,"dTDP-4-amino-4,6-dideoxygalactose transaminase",,2.6.1.59,,COORDINATES: similar to AA sequence:RefSeq:YP_005224438.1
CDS_CP065825.1_4948215_4948890_neg,CP065825.1,I8N74_24110,QPV91990.1,rffC,4948215,4948890,neg,,"dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase",,2.3.1.210,,COORDINATES: similar to AA sequence:RefSeq:YP_005224437.1
CDS_CP065825.1_4948867_4949749_neg,CP065825.1,I8N74_24115,QPV94684.1,rfbA,4948867,4949749,neg,,glucose-1-phosphate thymidylyltransferase RfbA,,2.7.7.24,,COORDINATES: similar to AA sequence:RefSeq:YP_005224436.1
CDS_CP065825.1_4949767_4950835_neg,CP065825.1,I8N74_24120,QPV91991.1,rffG,4949767,4950835,neg,,"dTDP-glucose 4,6-dehydratase",,4.2.1.46,,COORDINATES: similar to AA sequence:RefSeq:YP_005224435.1
CDS_CP065825.1_4950831_4952094_neg,CP065825.1,I8N74_24125,QPV91992.1,wecC,4950831,4952094,neg,,UDP-N-acetyl-D-mannosamine dehydrogenase,,1.1.1.336,,COORDINATES: similar to AA sequence:RefSeq:YP_005224434.1
CDS_CP065825.1_4952090_4953221_neg,CP065825.1,I8N74_24130,QPV91993.1,wecB,4952090,4953221,neg,,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),,5.1.3.14,,COORDINATES: similar to AA sequence:RefSeq:YP_026253.1
CDS_CP065825.1_4953277_4954324_neg,CP065825.1,I8N74_24135,QPV91994.1,wzzE,4953277,4954324,neg,,ECA polysaccharide chain length modulation protein,,,,COORDINATES: similar to AA sequence:RefSeq:NP_462809.1
CDS_CP065825.1_4954337_4955441_neg,CP065825.1,I8N74_24140,QPV91995.1,wecA,4954337,4955441,neg,,UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase,,2.7.8.33,,COORDINATES: similar to AA sequence:RefSeq:YP_005224431.1
CDS_CP065825.1_4955681_4956941_neg,CP065825.1,I8N74_24145,QPV91996.1,rho,4955681,4956941,neg,,transcription termination factor Rho,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017492510.1
CDS_CP065825.1_4957271_4957601_neg,CP065825.1,I8N74_24150,QPV91997.1,trxA,4957271,4957601,neg,,thioredoxin TrxA,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017375425.1
CDS_CP065825.1_4957942_4959208_pos,CP065825.1,I8N74_24155,QPV91998.1,rhlB,4957942,4959208,pos,,ATP-dependent RNA helicase RhlB,,3.6.4.13,,COORDINATES: similar to AA sequence:RefSeq:YP_005224428.1
CDS_CP065825.1_4959326_4960835_pos,CP065825.1,I8N74_24160,QPV91999.1,gppA,4959326,4960835,pos,,"guanosine-5'-triphosphate,3'-diphosphate diphosphatase",,3.6.1.40,,COORDINATES: similar to AA sequence:RefSeq:YP_005224427.1
CDS_CP065825.1_4960854_4961781_pos,CP065825.1,I8N74_24165,QPV92000.1,,4960854,4961781,pos,,LysR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224426.1
CDS_CP065825.1_4961911_4962910_pos,CP065825.1,I8N74_24170,QPV92001.1,,4961911,4962910,pos,,amidohydrolase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224425.1
CDS_CP065825.1_4962972_4963695_pos,CP065825.1,I8N74_24175,QPV92002.1,,4962972,4963695,pos,,DUF554 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224424.1
CDS_CP065825.1_4963699_4965721_neg,CP065825.1,I8N74_24180,QPV92003.1,rep,4963699,4965721,neg,,DNA helicase Rep,,3.6.4.12,,COORDINATES: similar to AA sequence:RefSeq:YP_005224423.1
CDS_CP065825.1_4965833_4966115_pos,CP065825.1,I8N74_24185,QPV92004.1,,4965833,4966115,pos,,peptidyl-prolyl cis-trans isomerase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224422.1
CDS_CP065825.1_4966166_4966448_pos,CP065825.1,I8N74_24190,QPV92005.1,ppiC,4966166,4966448,pos,,peptidylprolyl isomerase PpiC,,5.2.1.8,,COORDINATES: similar to AA sequence:RefSeq:YP_005224421.1
CDS_CP065825.1_4966651_4968127_neg,CP065825.1,I8N74_24195,QPV92006.1,ilvC,4966651,4968127,neg,,ketol-acid reductoisomerase,,1.1.1.86,,COORDINATES: similar to AA sequence:RefSeq:WP_005133363.1
CDS_CP065825.1_4968279_4969170_pos,CP065825.1,I8N74_24200,QPV92007.1,ilvY,4968279,4969170,pos,,HTH-type transcriptional activator IlvY,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224419.1
CDS_CP065825.1_4969166_4970711_neg,CP065825.1,I8N74_24205,QPV92008.1,ilvA,4969166,4970711,neg,,"threonine ammonia-lyase, biosynthetic",,4.3.1.19,,COORDINATES: similar to AA sequence:RefSeq:NP_312733.1
CDS_CP065825.1_4970713_4972564_neg,CP065825.1,I8N74_24210,QPV92009.1,ilvD,4970713,4972564,neg,,dihydroxy-acid dehydratase,,4.2.1.9,,COORDINATES: similar to AA sequence:RefSeq:WP_005133366.1
CDS_CP065825.1_4972624_4973554_neg,CP065825.1,I8N74_24215,QPV92010.1,ilvE,4972624,4973554,neg,,branched-chain-amino-acid transaminase,,2.6.1.42,,COORDINATES: similar to AA sequence:RefSeq:YP_005224416.1
CDS_CP065825.1_4973570_4973828_neg,CP065825.1,I8N74_24220,QPV92011.1,ilvM,4973570,4973828,neg,,acetolactate synthase 2 small subunit,,2.2.1.6,,COORDINATES: similar to AA sequence:RefSeq:YP_005224415.1
CDS_CP065825.1_4973824_4975471_neg,CP065825.1,I8N74_24225,QPV92012.1,,4973824,4975471,neg,,acetolactate synthase 2 catalytic subunit,,2.2.1.6,,COORDINATES: similar to AA sequence:RefSeq:WP_001012636.1
CDS_CP065825.1_4975611_4975710_neg,CP065825.1,I8N74_24230,QPV92013.1,ilvL,4975611,4975710,neg,,ilv operon leader peptide,,,,COORDINATES: similar to AA sequence:RefSeq:NP_312728.1
CDS_CP065825.1_4976064_4977585_pos,CP065825.1,I8N74_24235,QPV92014.1,,4976064,4977585,pos,,YifB family Mg chelatase-like AAA ATPase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224412.1
CDS_CP065825.1_4977609_4977948_neg,CP065825.1,I8N74_24240,QPV92015.1,,4977609,4977948,neg,,DUF413 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224411.1
CDS_CP065825.1_4978066_4978888_pos,CP065825.1,I8N74_24245,QPV92016.1,hdfR,4978066,4978888,pos,,HTH-type transcriptional regulator HdfR,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224410.1
CDS_CP065825.1_4984736_4985588_neg,CP065825.1,I8N74_24285,QPV92017.1,murI,4984736,4985588,neg,,glutamate racemase,,5.1.1.3,,COORDINATES: similar to AA sequence:RefSeq:WP_008807849.1
CDS_CP065825.1_4985532_4987371_neg,CP065825.1,I8N74_24290,QPV92018.1,btuB,4985532,4987371,neg,,TonB-dependent vitamin B12 receptor BtuB,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224408.1
CDS_CP065825.1_4987737_4988838_pos,CP065825.1,I8N74_24295,QPV92019.1,trmA,4987737,4988838,pos,,tRNA (uridine(54)-C5)-methyltransferase TrmA,,2.1.1.35,,COORDINATES: similar to AA sequence:RefSeq:YP_005224407.1
CDS_CP065825.1_4988889_4989249_neg,CP065825.1,I8N74_24300,QPV92020.1,,4988889,4989249,neg,,YijD family membrane protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224406.1
CDS_CP065825.1_4989264_4989900_neg,CP065825.1,I8N74_24305,QPV92021.1,fabR,4989264,4989900,neg,,HTH-type transcriptional repressor FabR,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224405.1
CDS_CP065825.1_4990096_4991497_pos,CP065825.1,I8N74_24310,QPV92022.1,sthA,4990096,4991497,pos,,Si-specific NAD(P)(+) transhydrogenase,,1.6.1.1,,COORDINATES: similar to AA sequence:RefSeq:NP_463005.1
CDS_CP065825.1_4991479_4992397_neg,CP065825.1,I8N74_24315,QPV92023.1,oxyR,4991479,4992397,neg,,DNA-binding transcriptional regulator OxyR,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016831323.1
CDS_CP065825.1_4992656_4994030_neg,CP065825.1,I8N74_24320,QPV92024.1,argH,4992656,4994030,neg,,argininosuccinate lyase,,4.3.2.1,,COORDINATES: similar to AA sequence:RefSeq:YP_005224402.1
CDS_CP065825.1_4994129_4994906_neg,CP065825.1,I8N74_24325,QPV92025.1,argB,4994129,4994906,neg,,acetylglutamate kinase,,2.7.2.8,,COORDINATES: similar to AA sequence:RefSeq:NP_418394.3
CDS_CP065825.1_4994912_4995917_neg,CP065825.1,I8N74_24330,QPV92026.1,argC,4994912,4995917,neg,,N-acetyl-gamma-glutamyl-phosphate reductase,,1.2.1.38,,COORDINATES: similar to AA sequence:RefSeq:WP_005122770.1
CDS_CP065825.1_4996030_4997182_pos,CP065825.1,I8N74_24335,QPV92027.1,argE,4996030,4997182,pos,,acetylornithine deacetylase,,3.5.1.16,,COORDINATES: similar to AA sequence:RefSeq:YP_005224399.1
CDS_CP065825.1_4997440_5000092_pos,CP065825.1,I8N74_24340,QPV92028.1,ppc,4997440,5000092,pos,,phosphoenolpyruvate carboxylase,,4.1.1.31,,COORDINATES: similar to AA sequence:RefSeq:WP_004203687.1
CDS_CP065825.1_5000135_5000786_neg,CP065825.1,I8N74_24345,QPV92029.1,zinT,5000135,5000786,neg,,metal-binding protein ZinT,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224397.1
CDS_CP065825.1_5000810_5001797_pos,CP065825.1,I8N74_24350,QPV92030.1,,5000810,5001797,pos,,helix-turn-helix transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224396.1
CDS_CP065825.1_5002002_5002665_pos,CP065825.1,I8N74_24355,QPV92031.1,fsa,5002002,5002665,pos,,fructose-6-phosphate aldolase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224395.1
CDS_CP065825.1_5002719_5003823_pos,CP065825.1,I8N74_24360,QPV92032.1,,5002719,5003823,pos,,glycerol dehydrogenase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224394.1
CDS_CP065825.1_5003886_5004768_neg,CP065825.1,I8N74_24365,QPV92033.1,,5003886,5004768,neg,,DMT family transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224393.1
CDS_CP065825.1_5004911_5005799_neg,CP065825.1,I8N74_24370,QPV92034.1,metF,5004911,5005799,neg,,methylenetetrahydrofolate reductase,,1.5.1.20,,COORDINATES: similar to AA sequence:RefSeq:YP_005224392.1
CDS_CP065825.1_5006027_5006936_neg,CP065825.1,I8N74_24375,QPV92035.1,,5006027,5006936,neg,,LysR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224391.1
CDS_CP065825.1_5007027_5007399_pos,CP065825.1,I8N74_24380,QPV92036.1,,5007027,5007399,pos,,carboxymuconolactone decarboxylase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224390.1
CDS_CP065825.1_5007436_5008993_neg,CP065825.1,I8N74_24385,QPV92037.1,,5007436,5008993,neg,,bifunctional metallophosphatase/5'-nucleotidase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224389.1
CDS_CP065825.1_5009131_5010268_pos,CP065825.1,I8N74_24390,QPV92038.1,,5009131,5010268,pos,,cytoplasmic protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224388.1
CDS_CP065825.1_5010242_5012675_neg,CP065825.1,I8N74_24395,QPV92039.1,,5010242,5012675,neg,,bifunctional aspartate kinase/homoserine dehydrogenase II,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000110794.1
CDS_CP065825.1_5012677_5013838_neg,CP065825.1,I8N74_24400,QPV92040.1,metB,5012677,5013838,neg,,cystathionine gamma-synthase,,2.5.1.48,,COORDINATES: similar to AA sequence:RefSeq:YP_005224386.1
CDS_CP065825.1_5014105_5014423_pos,CP065825.1,I8N74_24405,QPV92041.1,metJ,5014105,5014423,pos,,met regulon transcriptional regulator MetJ,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015855437.1
CDS_CP065825.1_5014524_5014737_neg,CP065825.1,I8N74_24410,QPV92042.1,rpmE,5014524,5014737,neg,,50S ribosomal protein L31,,,,COORDINATES: similar to AA sequence:RefSeq:NP_312890.1
CDS_CP065825.1_5014989_5017185_pos,CP065825.1,I8N74_24415,QPV92043.1,priA,5014989,5017185,pos,,primosomal protein N',,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224383.1
CDS_CP065825.1_5017335_5018364_pos,CP065825.1,I8N74_24420,QPV92044.1,cytR,5017335,5018364,pos,,DNA-binding transcriptional regulator CytR,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224381.1
CDS_CP065825.1_5018457_5019426_pos,CP065825.1,I8N74_24425,QPV92045.1,ftsN,5018457,5019426,pos,,cell division protein FtsN,,,,COORDINATES: similar to AA sequence:RefSeq:WP_002882919.1
CDS_CP065825.1_5019517_5020048_pos,CP065825.1,I8N74_24430,QPV92046.1,hslV,5019517,5020048,pos,,ATP-dependent protease subunit HslV,,3.4.25.2,,COORDINATES: similar to AA sequence:RefSeq:YP_005224379.1
CDS_CP065825.1_5020057_5021392_pos,CP065825.1,I8N74_24435,QPV92047.1,hslU,5020057,5021392,pos,,HslU--HslV peptidase ATPase subunit,,,,COORDINATES: similar to AA sequence:RefSeq:WP_019841241.1
CDS_CP065825.1_5021461_5022382_pos,CP065825.1,I8N74_24440,QPV92048.1,menA,5021461,5022382,pos,,"1,4-dihydroxy-2-naphthoate polyprenyltransferase",,2.5.1.74,,COORDINATES: similar to AA sequence:RefSeq:YP_005224377.1
CDS_CP065825.1_5022474_5022960_pos,CP065825.1,I8N74_24445,QPV92049.1,rraA,5022474,5022960,pos,,ribonuclease E activity regulator RraA,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001392924.1
CDS_CP065825.1_5023021_5023984_neg,CP065825.1,I8N74_24450,QPV92050.1,pfkA,5023021,5023984,neg,,6-phosphofructokinase,,2.7.1.11,,COORDINATES: similar to AA sequence:RefSeq:WP_014072359.1
CDS_CP065825.1_5024180_5025083_neg,CP065825.1,I8N74_24455,QPV92051.1,fieF,5024180,5025083,neg,,CDF family cation-efflux transporter FieF,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224374.1
CDS_CP065825.1_5025241_5025745_neg,CP065825.1,I8N74_24460,QPV92052.1,cpxP,5025241,5025745,neg,,cell-envelope stress modulator CpxP,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224373.1
CDS_CP065825.1_5025894_5026593_pos,CP065825.1,I8N74_24465,QPV92053.1,cpxR,5025894,5026593,pos,,envelope stress response regulator transcription factor CpxR,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001033718.1
CDS_CP065825.1_5026589_5027963_pos,CP065825.1,I8N74_24470,QPV92054.1,cpxA,5026589,5027963,pos,,envelope stress sensor histidine kinase CpxA,,3.6.1.-,,COORDINATES: similar to AA sequence:RefSeq:NP_462939.1
CDS_CP065825.1_5028030_5028705_neg,CP065825.1,I8N74_24475,QPV92055.1,yiiM,5028030,5028705,neg,,6-N-hydroxylaminopurine resistance protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224370.1
CDS_CP065825.1_5028777_5029398_neg,CP065825.1,I8N74_24480,QPV92056.1,sodA,5028777,5029398,neg,,superoxide dismutase [Mn],,1.15.1.1,,COORDINATES: similar to AA sequence:RefSeq:WP_010345169.1
CDS_CP065825.1_5029687_5030722_pos,CP065825.1,I8N74_24485,QPV92057.1,rhaT,5029687,5030722,pos,,L-rhamnose/proton symporter RhaT,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224368.1
CDS_CP065825.1_5030754_5031600_neg,CP065825.1,I8N74_24490,QPV92058.1,rhaR,5030754,5031600,neg,,HTH-type transcriptional activator RhaR,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224367.1
CDS_CP065825.1_5031673_5032510_neg,CP065825.1,I8N74_24495,QPV92059.1,rhaS,5031673,5032510,neg,,HTH-type transcriptional activator RhaS,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224366.1
CDS_CP065825.1_5032820_5034287_pos,CP065825.1,I8N74_24500,QPV92060.1,rhaB,5032820,5034287,pos,,rhamnulokinase,,2.7.1.5,,COORDINATES: similar to AA sequence:RefSeq:YP_005224365.1
CDS_CP065825.1_5034283_5035543_pos,CP065825.1,I8N74_24505,QPV92061.1,rhaA,5034283,5035543,pos,,L-rhamnose isomerase,,5.3.1.14,,COORDINATES: similar to AA sequence:RefSeq:YP_005224364.1
CDS_CP065825.1_5035692_5036523_pos,CP065825.1,I8N74_24510,QPV92062.1,rhaD,5035692,5036523,pos,,rhamnulose-1-phosphate aldolase,,4.1.2.19,,COORDINATES: similar to AA sequence:RefSeq:YP_005224363.1
CDS_CP065825.1_5036604_5037591_pos,CP065825.1,I8N74_24515,QPV92063.1,rhaS,5036604,5037591,pos,,rhamnose ABC transporter substrate-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224362.1
CDS_CP065825.1_5037736_5039248_pos,CP065825.1,I8N74_24520,QPV92064.1,,5037736,5039248,pos,,sugar ABC transporter ATP-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224361.1
CDS_CP065825.1_5039244_5040252_pos,CP065825.1,I8N74_24525,QPV92065.1,,5039244,5040252,pos,,ABC transporter permease,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224360.1
CDS_CP065825.1_5040248_5041253_pos,CP065825.1,I8N74_24530,QPV92066.1,,5040248,5041253,pos,,ABC transporter permease,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224359.1
CDS_CP065825.1_5041342_5042491_pos,CP065825.1,I8N74_24535,QPV92067.1,fucO,5041342,5042491,pos,,lactaldehyde reductase,,1.1.1.77,,COORDINATES: similar to AA sequence:RefSeq:YP_005224358.1
CDS_CP065825.1_5042487_5042802_pos,CP065825.1,I8N74_24540,QPV92068.1,rhaM,5042487,5042802,pos,,L-rhamnose mutarotase,,5.1.3.32,,COORDINATES: similar to AA sequence:RefSeq:YP_005224357.1
CDS_CP065825.1_5042839_5044105_neg,CP065825.1,I8N74_24545,QPV92069.1,,5042839,5044105,neg,,MFS transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224356.1
CDS_CP065825.1_5044146_5046270_neg,CP065825.1,I8N74_24550,QPV92070.1,,5044146,5046270,neg,,alpha-galactosidase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224355.1
CDS_CP065825.1_5046385_5047381_neg,CP065825.1,I8N74_24555,QPV92071.1,,5046385,5047381,neg,,substrate-binding domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224354.1
CDS_CP065825.1_5047468_5048017_neg,CP065825.1,I8N74_24560,QPV92072.1,,5047468,5048017,neg,,helix-turn-helix transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004855902.1
CDS_CP065825.1_5048116_5048776_pos,CP065825.1,I8N74_24565,QPV92073.1,,5048116,5048776,pos,,AzlC family ABC transporter permease,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016831326.1
CDS_CP065825.1_5048775_5049099_pos,CP065825.1,I8N74_24570,QPV92074.1,,5048775,5049099,pos,,AzlD domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:NP_462921.1
CDS_CP065825.1_5049139_5049352_neg,CP065825.1,I8N74_24575,QPV92075.1,,5049139,5049352,neg,,DUF1471 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224343.1
CDS_CP065825.1_5049480_5050317_neg,CP065825.1,I8N74_24580,QPV92076.1,fdhD,5049480,5050317,neg,,formate dehydrogenase accessory sulfurtransferase FdhD,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224342.1
CDS_CP065825.1_5050473_5053524_pos,CP065825.1,I8N74_24585,QPV92077.1,fdnG,5050473,5053524,pos,,formate dehydrogenase-N subunit alpha,,,,COORDINATES: similar to AA sequence:RefSeq:NP_462917.1
