,locus_tag,protein_id,gene,start,end,strand,pseudo,product,db_xref,EC_number,old_locus_tag,inference
CDS_CP056460.1_4027016_4027283_neg,HV217_19560,QLU73429.1,sdhE,4027016,4027283,neg,,FAD assembly factor SdhE,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000354044.1
CDS_CP056460.1_4027577_4028558_pos,HV217_19565,QLU73430.1,ygfZ,4027577,4028558,pos,,tRNA-modifying protein YgfZ,,,,COORDINATES: similar to AA sequence:RefSeq:NP_417374.1
CDS_CP056460.1_4029078_4029738_neg,HV217_19570,QLU73431.1,,4029078,4029738,neg,,hemolysin III family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_003863433.1
CDS_CP056460.1_4030004_4030736_pos,HV217_19575,QLU74480.1,,4030004,4030736,pos,,MurR/RpiR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015571796.1
CDS_CP056460.1_4030852_4032286_pos,HV217_19580,QLU73432.1,bglA,4030852,4032286,pos,,6-phospho-beta-glucosidase BglA,,3.2.1.86,,COORDINATES: similar to AA sequence:RefSeq:YP_005228698.1
CDS_CP056460.1_4032410_4032770_pos,HV217_19585,QLU73433.1,,4032410,4032770,pos,,copper resistance protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228699.1
CDS_CP056460.1_4032818_4034828_pos,HV217_19590,QLU73434.1,,4032818,4034828,pos,,thioredoxin family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228700.1
CDS_CP056460.1_4034829_4035432_pos,HV217_19595,QLU73435.1,,4034829,4035432,pos,,DsbA family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228701.1
CDS_CP056460.1_4035421_4035922_pos,HV217_19600,QLU73436.1,,4035421,4035922,pos,,protein disulfide oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228702.1
CDS_CP056460.1_4035924_4036668_neg,HV217_19605,QLU73437.1,,4035924,4036668,neg,,SDR family oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228703.1
CDS_CP056460.1_4036738_4039612_neg,HV217_19610,QLU73438.1,gcvP,4036738,4039612,neg,,aminomethyl-transferring glycine dehydrogenase,,1.4.4.2,,COORDINATES: similar to AA sequence:RefSeq:WP_017457610.1
CDS_CP056460.1_4039739_4040129_neg,HV217_19615,QLU73439.1,gcvH,4039739,4040129,neg,,glycine cleavage system protein GcvH,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005123344.1
CDS_CP056460.1_4040152_4041247_neg,HV217_19620,QLU73440.1,gcvT,4040152,4041247,neg,,glycine cleavage system aminomethyltransferase GcvT,,2.1.2.10,,COORDINATES: similar to AA sequence:RefSeq:NP_461971.1
CDS_CP056460.1_4041644_4042847_neg,HV217_19625,QLU73441.1,ubiI,4041644,4042847,neg,,FAD-dependent 2-octaprenylphenol hydroxylase,,,,COORDINATES: similar to AA sequence:RefSeq:NP_461972.1
CDS_CP056460.1_4042859_4044038_neg,HV217_19630,QLU73442.1,ubiH,4042859,4044038,neg,,2-octaprenyl-6-methoxyphenyl hydroxylase,,1.14.13.-,,COORDINATES: similar to AA sequence:RefSeq:WP_014071670.1
CDS_CP056460.1_4044034_4045348_neg,HV217_19635,QLU74481.1,pepP,4044034,4045348,neg,,Xaa-Pro aminopeptidase,,3.4.11.9,,COORDINATES: similar to AA sequence:RefSeq:NP_461974.1
CDS_CP056460.1_4045379_4045958_neg,HV217_19640,QLU73443.1,,4045379,4045958,neg,,YecA family protein,,,,COORDINATES: similar to AA sequence:RefSeq:NP_708672.2
CDS_CP056460.1_4046125_4046455_pos,HV217_19645,QLU73444.1,zapA,4046125,4046455,pos,,cell division protein ZapA,,,,COORDINATES: similar to AA sequence:RefSeq:NP_461976.1
CDS_CP056460.1_4046704_4047301_pos,HV217_19655,QLU73445.1,,4046704,4047301,pos,,5-formyltetrahydrofolate cyclo-ligase,,6.3.3.2,,COORDINATES: similar to AA sequence:RefSeq:WP_003860095.1
CDS_CP056460.1_4047403_4048636_neg,HV217_19660,QLU73446.1,serA,4047403,4048636,neg,,phosphoglycerate dehydrogenase,,1.1.1.95,,COORDINATES: similar to AA sequence:RefSeq:NP_461978.1
CDS_CP056460.1_4048901_4049561_neg,HV217_19665,QLU73447.1,rpiA,4048901,4049561,neg,,ribose-5-phosphate isomerase RpiA,,5.3.1.6,,COORDINATES: similar to AA sequence:RefSeq:YP_005228714.1
CDS_CP056460.1_4049688_4050582_pos,HV217_19670,QLU73448.1,argP,4049688,4050582,pos,,DNA-binding transcriptional regulator ArgP,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017374530.1
CDS_CP056460.1_4050624_4051347_neg,HV217_19675,QLU74482.1,,4050624,4051347,neg,,oxidative stress defense protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017382904.1
CDS_CP056460.1_4051439_4052075_neg,HV217_19680,QLU73449.1,argO,4051439,4052075,neg,,arginine exporter ArgO,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015960326.1
CDS_CP056460.1_4052218_4053073_neg,HV217_19685,QLU73450.1,,4052218,4053073,neg,,small-conductance mechanosensitive channel MscS,,,,COORDINATES: similar to AA sequence:RefSeq:NP_461983.1
CDS_CP056460.1_4053261_4054341_neg,HV217_19690,QLU73451.1,fbaA,4053261,4054341,neg,,class II fructose-bisphosphate aldolase,,4.1.2.13,,COORDINATES: similar to AA sequence:RefSeq:WP_016505616.1
CDS_CP056460.1_4054433_4055597_neg,HV217_19695,QLU73452.1,pgk,4054433,4055597,neg,,phosphoglycerate kinase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005761248.1
CDS_CP056460.1_4055646_4056666_neg,HV217_19700,QLU73453.1,epd,4055646,4056666,neg,,erythrose-4-phosphate dehydrogenase,,1.2.1.72,,COORDINATES: similar to AA sequence:RefSeq:NP_311825.1
CDS_CP056460.1_4056958_4057669_neg,HV217_19705,QLU73454.1,,4056958,4057669,neg,,nucleoside/nucleotide kinase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016249177.1
CDS_CP056460.1_4057665_4058175_neg,HV217_19710,QLU73455.1,,4057665,4058175,neg,,transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:NP_708693.1
CDS_CP056460.1_4058190_4059162_neg,HV217_19715,QLU73456.1,yggF,4058190,4059162,neg,,class II fructose-bisphosphatase,,3.1.3.11,,COORDINATES: similar to AA sequence:RefSeq:WP_000987261.1
CDS_CP056460.1_4059158_4060436_neg,HV217_19720,QLU73457.1,,4059158,4060436,neg,,zinc-binding dehydrogenase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_006178407.1
CDS_CP056460.1_4060459_4061839_neg,HV217_19725,QLU73458.1,,4060459,4061839,neg,,PTS mannitol transporter subunit IICB,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000400412.1
CDS_CP056460.1_4061866_4062310_neg,HV217_19730,QLU73459.1,cmtB,4061866,4062310,neg,,PTS mannitol transporter subunit IIA,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016157436.1
CDS_CP056460.1_4062623_4064615_neg,HV217_19735,QLU73460.1,tkt,4062623,4064615,neg,,transketolase,,2.2.1.1,,COORDINATES: similar to AA sequence:RefSeq:YP_005228723.1
CDS_CP056460.1_4064887_4065646_pos,HV217_19740,QLU73461.1,,4064887,4065646,pos,,M48 family metallopeptidase,,,,COORDINATES: similar to AA sequence:RefSeq:NP_311838.2
CDS_CP056460.1_4065691_4067332_neg,HV217_19745,QLU73462.1,,4065691,4067332,neg,,thiamine pyrophosphate-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228726.1
CDS_CP056460.1_4067345_4068815_neg,HV217_19750,QLU73463.1,,4067345,4068815,neg,,aldehyde dehydrogenase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228727.1
CDS_CP056460.1_4068824_4069595_neg,HV217_19755,QLU73464.1,,4068824,4069595,neg,,aspartate dehydrogenase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_014885163.1
CDS_CP056460.1_4069604_4070399_neg,HV217_19760,QLU73465.1,,4069604,4070399,neg,,SDR family oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228729.1
CDS_CP056460.1_4070382_4071153_neg,HV217_19765,QLU73466.1,,4070382,4071153,neg,,alpha/beta hydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228730.1
CDS_CP056460.1_4071162_4071693_neg,HV217_19770,QLU73467.1,,4071162,4071693,neg,,cupin domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228731.1
CDS_CP056460.1_4071703_4072960_neg,HV217_19775,QLU73468.1,,4071703,4072960,neg,,MFS transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228732.1
CDS_CP056460.1_4072985_4074173_neg,HV217_19780,QLU73469.1,,4072985,4074173,neg,,FAD-dependent oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228733.1
CDS_CP056460.1_4074169_4075096_neg,HV217_19785,QLU73470.1,,4074169,4075096,neg,,VOC family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228734.1
CDS_CP056460.1_4075174_4075963_neg,HV217_19790,QLU74483.1,,4075174,4075963,neg,,IclR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228735.1
CDS_CP056460.1_4075975_4076725_neg,HV217_19795,QLU73471.1,,4075975,4076725,neg,,SDR family oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228736.1
CDS_CP056460.1_4076724_4077747_neg,HV217_19800,,,4076724,4077747,neg,True,aromatic ring-hydroxylating dioxygenase subunit alpha,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228737.1
CDS_CP056460.1_4077757_4078066_neg,HV217_19805,QLU73472.1,,4077757,4078066,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228738.1
CDS_CP056460.1_4078062_4078386_neg,HV217_19810,QLU73473.1,,4078062,4078386,neg,,non-heme iron oxygenase ferredoxin subunit,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228739.1
CDS_CP056460.1_4078801_4079134_pos,HV217_19815,,,4078801,4079134,pos,True,MFS transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228740.1
CDS_CP056460.1_4079209_4080130_neg,HV217_19820,QLU73474.1,speB,4079209,4080130,neg,,agmatinase,,3.5.3.11,,COORDINATES: similar to AA sequence:RefSeq:WP_008499737.1
CDS_CP056460.1_4080339_4082316_neg,HV217_19825,QLU73475.1,speA,4080339,4082316,neg,,biosynthetic arginine decarboxylase,,4.1.1.19,,COORDINATES: similar to AA sequence:RefSeq:NP_462002.1
CDS_CP056460.1_4082324_4082456_neg,HV217_19830,QLU73476.1,yqgB,4082324,4082456,neg,,acid stress response protein YqgB,,,,COORDINATES: similar to AA sequence:RefSeq:WP_002916578.1
CDS_CP056460.1_4082643_4082748_pos,HV217_19835,QLU73477.1,,4082643,4082748,pos,,hypothetical protein,,,,COORDINATES: protein motif:HMM:NF037550.1
CDS_CP056460.1_4083116_4084271_pos,HV217_19840,QLU73478.1,metK,4083116,4084271,pos,,methionine adenosyltransferase,,2.5.1.6,,COORDINATES: similar to AA sequence:RefSeq:WP_005123306.1
CDS_CP056460.1_4084687_4086085_pos,HV217_19845,QLU73479.1,galP,4084687,4086085,pos,,galactose/proton symporter,,,,COORDINATES: similar to AA sequence:RefSeq:NP_462007.1
CDS_CP056460.1_4086143_4086641_pos,HV217_19850,QLU73480.1,,4086143,4086641,pos,,SprT family zinc-dependent metalloprotease,,,,COORDINATES: similar to AA sequence:RefSeq:NP_417419.1
CDS_CP056460.1_4086735_4087443_pos,HV217_19855,QLU73481.1,endA,4086735,4087443,pos,,deoxyribonuclease I,,3.1.21.1,,COORDINATES: similar to AA sequence:RefSeq:NP_708710.2
CDS_CP056460.1_4087494_4088226_pos,HV217_19860,QLU73482.1,rsmE,4087494,4088226,pos,,16S rRNA (uracil(1498)-N(3))-methyltransferase,,2.1.1.193,,COORDINATES: similar to AA sequence:RefSeq:WP_013319572.1
CDS_CP056460.1_4088257_4089205_pos,HV217_19865,QLU73483.1,gshB,4088257,4089205,pos,,glutathione synthase,,6.3.2.3,,COORDINATES: similar to AA sequence:RefSeq:NP_462011.1
CDS_CP056460.1_4089279_4089840_pos,HV217_19870,QLU73484.1,,4089279,4089840,pos,,YqgE/AlgH family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228750.1
CDS_CP056460.1_4089839_4090256_pos,HV217_19875,QLU73485.1,ruvX,4089839,4090256,pos,,Holliday junction resolvase RuvX,,,,COORDINATES: similar to AA sequence:RefSeq:NP_708714.1
CDS_CP056460.1_4090266_4091247_neg,HV217_19880,QLU73486.1,,4090266,4091247,neg,,type IV pilus twitching motility protein PilT,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017692691.1
CDS_CP056460.1_4091264_4091966_pos,HV217_19885,QLU73487.1,,4091264,4091966,pos,,YggS family pyridoxal phosphate-dependent enzyme,,,,COORDINATES: similar to AA sequence:RefSeq:NP_417426.1
CDS_CP056460.1_4091987_4092554_pos,HV217_19890,QLU73488.1,,4091987,4092554,pos,,YggT family protein,,,,COORDINATES: similar to AA sequence:RefSeq:NP_462017.1
CDS_CP056460.1_4092550_4092847_pos,HV217_19895,QLU73489.1,,4092550,4092847,pos,,YggU family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_008499758.1
CDS_CP056460.1_4092850_4093444_pos,HV217_19900,QLU73490.1,,4092850,4093444,pos,,XTP/dITP diphosphatase,,3.6.1.66,,COORDINATES: similar to AA sequence:RefSeq:YP_005228758.1
CDS_CP056460.1_4093436_4094585_pos,HV217_19905,QLU73491.1,hemW,4093436,4094585,pos,,radical SAM family heme chaperone HemW,,,,COORDINATES: similar to AA sequence:RefSeq:WP_003860019.1
CDS_CP056460.1_4094641_4094979_pos,HV217_19910,,,4094641,4094979,pos,True,DUF559 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017382927.1
CDS_CP056460.1_4095094_4095811_neg,HV217_19915,QLU73492.1,,4095094,4095811,neg,,DUF2884 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_013098671.1
CDS_CP056460.1_4095868_4096195_neg,HV217_19920,QLU73493.1,,4095868,4096195,neg,,YggL family protein,,,,COORDINATES: similar to AA sequence:RefSeq:NP_417434.4
CDS_CP056460.1_4096194_4096914_neg,HV217_19925,QLU73494.1,trmB,4096194,4096914,neg,,tRNA (guanosine(46)-N7)-methyltransferase TrmB,,2.1.1.33,,COORDINATES: similar to AA sequence:RefSeq:NP_462025.1
CDS_CP056460.1_4097058_4098111_pos,HV217_19930,QLU73495.1,mutY,4097058,4098111,pos,,A/G-specific adenine glycosylase,,,,COORDINATES: similar to AA sequence:RefSeq:NP_417436.1
CDS_CP056460.1_4098137_4098410_pos,HV217_19935,QLU73496.1,,4098137,4098410,pos,,oxidative damage protection protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228764.1
CDS_CP056460.1_4098534_4099611_pos,HV217_19940,QLU74484.1,mltC,4098534,4099611,pos,,membrane-bound lytic murein transglycosylase MltC,,4.2.2.-,,COORDINATES: similar to AA sequence:RefSeq:NP_417438.2
CDS_CP056460.1_4099891_4101148_pos,HV217_19945,QLU73497.1,,4099891,4101148,pos,,nucleoside permease,,,,COORDINATES: similar to AA sequence:RefSeq:NP_462029.1
CDS_CP056460.1_4101227_4102031_neg,HV217_19950,QLU73498.1,citG,4101227,4102031,neg,,triphosphoribosyl-dephospho-CoA synthase CitG,,2.4.2.52,,COORDINATES: similar to AA sequence:RefSeq:WP_017382931.1
CDS_CP056460.1_4102008_4102548_neg,HV217_19955,QLU73499.1,citX,4102008,4102548,neg,,citrate lyase holo-[acyl-carrier protein] synthase,,2.7.7.61,,COORDINATES: similar to AA sequence:RefSeq:WP_017692686.1
CDS_CP056460.1_4102550_4104068_neg,HV217_19960,QLU73500.1,citF,4102550,4104068,neg,,citrate lyase subunit alpha,,2.8.3.10,,COORDINATES: similar to AA sequence:RefSeq:WP_006178465.1
CDS_CP056460.1_4104078_4104954_neg,HV217_19965,QLU73501.1,citE,4104078,4104954,neg,,citrate (pro-3S)-lyase subunit beta,,4.1.3.34,,COORDINATES: similar to AA sequence:RefSeq:WP_003862436.1
CDS_CP056460.1_4104950_4105244_neg,HV217_19970,QLU73502.1,citD,4104950,4105244,neg,,citrate lyase acyl carrier protein,,4.1.3.6,,COORDINATES: similar to AA sequence:RefSeq:WP_020883681.1
CDS_CP056460.1_4105260_4106283_neg,HV217_19975,QLU73503.1,citC,4105260,4106283,neg,,[citrate (pro-3S)-lyase] ligase,,6.2.1.22,,COORDINATES: similar to AA sequence:RefSeq:WP_003862441.1
CDS_CP056460.1_4106296_4107160_neg,HV217_19980,QLU73504.1,,4106296,4107160,neg,,fumarylacetoacetate hydrolase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_014171588.1
CDS_CP056460.1_4107177_4108539_neg,HV217_19985,QLU73505.1,,4107177,4108539,neg,,2-hydroxycarboxylate transporter family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_008499777.1
CDS_CP056460.1_4108884_4110522_pos,HV217_19990,QLU73506.1,,4108884,4110522,pos,,sensor histidine kinase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015960368.1
CDS_CP056460.1_4110511_4111204_pos,HV217_19995,QLU73507.1,,4110511,4111204,pos,,response regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_003862448.1
CDS_CP056460.1_4111303_4113439_neg,HV217_20000,QLU73508.1,,4111303,4113439,neg,,ornithine decarboxylase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001326492.1
CDS_CP056460.1_4113620_4114334_pos,HV217_20005,QLU73509.1,,4113620,4114334,pos,,DUF554 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_008499781.1
CDS_CP056460.1_4115026_4115845_pos,HV217_20015,,,4115026,4115845,pos,True,DUF4225 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_014833243.1
CDS_CP056460.1_4115822_4116149_neg,HV217_20020,QLU73510.1,,4115822,4116149,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_014833244.1
CDS_CP056460.1_4116550_4118338_neg,HV217_20025,QLU73511.1,,4116550,4118338,neg,,hybrid sensor histidine kinase/response regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_013098692.1
CDS_CP056460.1_4118334_4118967_neg,HV217_20030,QLU73512.1,,4118334,4118967,neg,,response regulator transcription factor,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017692678.1
CDS_CP056460.1_4119142_4119457_pos,HV217_20035,QLU73513.1,,4119142,4119457,pos,,lipoprotein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_010435531.1
CDS_CP056460.1_4119571_4122589_pos,HV217_20040,QLU73514.1,,4119571,4122589,pos,,autotransporter domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_014169013.1
CDS_CP056460.1_4122650_4123178_neg,HV217_20045,QLU74485.1,,4122650,4123178,neg,,LuxR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_003862459.1
CDS_CP056460.1_4123453_4123726_pos,HV217_20050,QLU73515.1,,4123453,4123726,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_4123846_4126285_pos,HV217_20055,QLU73516.1,pgaA,4123846,4126285,pos,,"poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA",,,,COORDINATES: similar to AA sequence:RefSeq:WP_014885219.1
CDS_CP056460.1_4126293_4128231_pos,HV217_20060,QLU73517.1,pgaB,4126293,4128231,pos,,"poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB",,,,COORDINATES: similar to AA sequence:RefSeq:WP_017692673.1
CDS_CP056460.1_4128223_4129555_pos,HV217_20065,QLU73518.1,pgaC,4128223,4129555,pos,,"poly-beta-1,6 N-acetyl-D-glucosamine synthase",,,,COORDINATES: similar to AA sequence:RefSeq:WP_020883671.1
CDS_CP056460.1_4129551_4129986_pos,HV217_20070,QLU73519.1,pgaD,4129551,4129986,pos,,"poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD",,,,COORDINATES: similar to AA sequence:RefSeq:WP_010435545.1
CDS_CP056460.1_4130038_4131901_neg,HV217_20075,QLU73520.1,gss,4130038,4131901,neg,,bifunctional glutathionylspermidine amidase/synthase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004105796.1
CDS_CP056460.1_4132084_4132951_pos,HV217_20080,QLU73521.1,yghU,4132084,4132951,pos,,glutathione-dependent disulfide-bond oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016154488.1
CDS_CP056460.1_4133027_4133777_pos,HV217_20085,QLU73522.1,fucR,4133027,4133777,pos,,L-fucose operon activator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015571863.1
CDS_CP056460.1_4133779_4135327_neg,HV217_20090,QLU73523.1,,4133779,4135327,neg,,Tar ligand binding domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_006811954.1
CDS_CP056460.1_4135440_4136328_neg,HV217_20095,QLU73524.1,,4135440,4136328,neg,,dienelactone hydrolase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:NP_311911.3
CDS_CP056460.1_4136410_4137451_pos,HV217_20100,QLU73525.1,,4136410,4137451,pos,,aldo/keto reductase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_003862471.1
CDS_CP056460.1_4137530_4138019_neg,HV217_20105,QLU73526.1,,4137530,4138019,neg,,TIGR00645 family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_006811956.1
CDS_CP056460.1_4138062_4138566_neg,HV217_20110,QLU73527.1,,4138062,4138566,neg,,RNA helicase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001084353.1
CDS_CP056460.1_4138668_4139073_pos,HV217_20115,QLU73528.1,,4138668,4139073,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000936337.1
CDS_CP056460.1_4139065_4139503_pos,HV217_20120,QLU73529.1,,4139065,4139503,pos,,cytoplasmic protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015960402.1
CDS_CP056460.1_4139594_4140020_neg,HV217_20125,QLU73530.1,exbD,4139594,4140020,neg,,TonB system transport protein ExbD,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228852.1
CDS_CP056460.1_4140024_4140756_neg,HV217_20130,QLU73531.1,exbB,4140024,4140756,neg,,tol-pal system-associated acyl-CoA thioesterase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228853.1
CDS_CP056460.1_4141007_4142195_pos,HV217_20135,QLU73532.1,metC,4141007,4142195,pos,,cystathionine beta-lyase,,4.4.1.8,,COORDINATES: similar to AA sequence:RefSeq:YP_005228855.1
CDS_CP056460.1_4142337_4142997_pos,HV217_20140,QLU73533.1,,4142337,4142997,pos,,DedA family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228856.1
CDS_CP056460.1_4143042_4143942_neg,HV217_20145,QLU73534.1,,4143042,4143942,neg,,AraC family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017382749.1
CDS_CP056460.1_4144137_4145301_pos,HV217_20150,QLU73535.1,yqhD,4144137,4145301,pos,,alcohol dehydrogenase,,,,COORDINATES: similar to AA sequence:RefSeq:NP_462079.1
CDS_CP056460.1_4145406_4146234_pos,HV217_20155,QLU73536.1,dkgA,4145406,4146234,pos,,"2,5-didehydrogluconate reductase DkgA",,,,COORDINATES: similar to AA sequence:RefSeq:NP_462080.1
CDS_CP056460.1_4146323_4147337_neg,HV217_20160,,,4146323,4147337,neg,True,radical SAM protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_006818280.1
CDS_CP056460.1_4147451_4147781_neg,HV217_20165,QLU73537.1,,4147451,4147781,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_4147985_4150700_neg,HV217_20170,QLU73538.1,,4147985,4150700,neg,,hypothetical protein,,,,COORDINATES: protein motif:HMM:NF019313.1
CDS_CP056460.1_4150824_4151975_neg,HV217_20175,QLU73539.1,,4150824,4151975,neg,,IS3 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_076612101.1
CDS_CP056460.1_4152019_4152508_neg,HV217_20180,QLU73540.1,,4152019,4152508,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_014333109.1
CDS_CP056460.1_4153366_4153663_pos,HV217_20185,QLU73541.1,,4153366,4153663,pos,,helix-turn-helix transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001097216.1
CDS_CP056460.1_4154086_4154743_pos,HV217_20190,QLU73542.1,,4154086,4154743,pos,,TetR family transcriptional regulator C-terminal domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016244032.1
CDS_CP056460.1_4154805_4155789_neg,HV217_20195,QLU73543.1,,4154805,4155789,neg,,oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001724254.1
CDS_CP056460.1_4156189_4156887_pos,HV217_20200,,,4156189,4156887,pos,True,IS1 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1
CDS_CP056460.1_4157000_4157276_pos,HV217_20205,QLU73544.1,frmR,4157000,4157276,pos,,formaldehyde-responsive transcriptional repressor FrmR,,,,COORDINATES: similar to AA sequence:RefSeq:NP_414891.4
CDS_CP056460.1_4157310_4158420_pos,HV217_20210,QLU73545.1,frmA,4157310,4158420,pos,,S-(hydroxymethyl)glutathione dehydrogenase,,1.1.1.284,,COORDINATES: similar to AA sequence:RefSeq:NP_308438.1
CDS_CP056460.1_4158463_4158862_pos,HV217_20215,QLU73546.1,,4158463,4158862,pos,,VOC family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_009639360.1
CDS_CP056460.1_4158926_4159763_pos,HV217_20220,QLU73547.1,fghA,4158926,4159763,pos,,S-formylglutathione hydrolase,,3.1.2.12,,COORDINATES: similar to AA sequence:RefSeq:WP_008813493.1
CDS_CP056460.1_4159909_4161057_pos,HV217_20225,QLU73548.1,,4159909,4161057,pos,,IS3 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_076612015.1
CDS_CP056460.1_4161102_4161531_neg,HV217_20230,QLU73549.1,,4161102,4161531,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_4161534_4163652_neg,HV217_20235,QLU73550.1,,4161534,4163652,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017384059.1
CDS_CP056460.1_4163639_4165406_neg,HV217_20240,QLU73551.1,,4163639,4165406,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_007897920.1
CDS_CP056460.1_4165392_4166640_neg,HV217_20245,QLU73552.1,,4165392,4166640,neg,,site-specific integrase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_007897923.1
CDS_CP056460.1_4166620_4166854_pos,HV217_20250,QLU73553.1,,4166620,4166854,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_4167253_4167889_pos,HV217_20255,QLU73554.1,,4167253,4167889,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017384058.1
CDS_CP056460.1_4168024_4169263_neg,HV217_20260,,,4168024,4169263,neg,True,YgiQ family radical SAM protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228861.1
